"dummy","n4"
"n4_1","-0.157757058739662"
"n4_2","0.101965993642807"
"n4_3","-0.105676762759686"
"n4_4","-0.167954415082932"
"n4_5","0.129392713308334"
"n4_6","0.143337547779083"
"n4_7","-0.175951600074768"
"n4_8","-0.0405593626201153"
"n4_9","0.114159099757671"
"n4_10","-0.152713626623154"
"n4_11","0.089286282658577"
"n4_12","-0.23043093085289"
"n4_13","0.163902550935745"
"n4_14","0.145539492368698"
"n4_15","-0.178813621401787"
"n4_16","0.0693809911608696"
"n4_17","-0.24333019554615"
"n4_18","-0.143714159727097"
"n4_19","-0.167753219604492"
"n4_20","-0.241743847727776"
"n4_21","0.0912710055708885"
"n4_22","0.140982940793037"
"n4_23","-0.184543415904045"
"n4_24","-0.120995528995991"
"n4_25","0.0843988433480263"
"n4_26","0.10117170214653"
"n4_27","-0.23491096496582"
"n4_28","0.133365139365196"
"n4_29","0.111313596367836"
"n4_30","-0.1288131326437"
"n4_31","0.0778877660632133"
"n4_32","-0.172581940889359"
"n4_33","0.115268990397453"
"n4_34","0.142466619610786"
"n4_35","0.0437993854284286"
