"dummy","n4_1","n4_2","n4_3","n4_4","n4_5","n4_6","n4_7","n4_8","n4_9","n4_10","n4_11","n4_12","n4_13","n4_14","n4_15","n4_16","n4_17","n4_18","n4_19","n4_20","n4_21","n4_22","n4_23","n4_24","n4_25","n4_26","n4_27","n4_28","n4_29","n4_30","n4_31","n4_32","n4_33","n4_34","n4_35"
"n3_21","0.156475737690926","-0.487243860960007","0.561697781085968","0.333147436380386","-0.524097263813019","-0.267541944980621","0.275434762239456","0.440950155258179","-0.231085613369942","0.397416442632675","-0.445879608392715","0.236974149942398","-0.59711354970932","-0.483151197433472","0.198120936751366","-0.400578558444977","0.387307524681091","0.337207198143005","0.18626306951046","0.324219316244125","-0.461710333824158","-0.345563530921936","0.422623306512833","0.480517536401749","-0.472647279500961","-0.496325016021729","0.124916061758995","-0.203383088111877","-0.439548194408417","0.506682753562927","-0.427201837301254","0.220796719193459","-0.267546445131302","-0.406445622444153","-0.254063487052917"
"n3_22","0.243199467658997","-0.476682633161545","0.50392085313797","0.390061557292938","-0.40713107585907","-0.213552743196487","0.421229332685471","0.121639266610146","-0.448785066604614","0.648158729076385","-0.672590017318726","0.650222539901733","-0.539990186691284","-0.691556036472321","0.271265983581543","-0.525797486305237","0.465772986412048","0.41323184967041","0.35526904463768","0.799421846866608","-0.59376186132431","-0.587698340415955","0.297768086194992","0.548167407512665","-0.592472672462463","-0.640017986297607","1.01283526420593","-0.863840579986572","-0.370066046714783","0.381585299968719","-0.290016531944275","0.376180499792099","-0.401634395122528","-0.573039829730988","-0.328924298286438"
"n3_23","0.252734661102295","-0.357213079929352","0.642585575580597","0.840085566043854","-0.288358151912689","-0.33154708147049","0.602257549762726","0.249721318483353","-0.605240523815155","0.746862947940826","-0.63788104057312","0.700057744979858","-0.686776578426361","-0.608334362506866","0.112131878733635","-0.532084465026855","0.204675421118736","0.502752542495728","0.510924458503723","0.942649722099304","-0.479887247085571","-0.487298160791397","0.302026271820068","0.649952948093414","-0.316658645868301","-0.530280649662018","0.944258272647858","-0.797905385494232","-0.232049807906151","0.71630996465683","-0.407734274864197","0.373234957456589","-0.210248067975044","-0.383498758077621","-0.243234261870384"
"n3_24","0.145513653755188","-0.536341071128845","0.440091341733932","0.302026152610779","-0.496491134166718","-0.3326635658741","0.234738975763321","0.132752731442451","-0.426330506801605","0.0784091651439667","-0.526166915893555","-0.0596823059022427","-0.56911838054657","-0.20479042828083","0.350230932235718","-0.500129282474518","-0.357602149248123","-0.336486876010895","0.101044200360775","0.431701064109802","-0.192335978150368","-0.264275699853897","0.450669765472412","0.541414022445679","-0.221376553177834","-0.251409202814102","0.209099858999252","-0.266485214233398","-0.464347541332245","0.502821683883667","-0.228905439376831","0.278376400470734","-0.335590273141861","-0.215277194976807","-0.465200364589691"
"n3_25","0.0481346547603607","-0.138820439577103","-0.602335393428802","-0.789339542388916","-0.659475684165955","-0.33648693561554","0.201943695545197","-0.205222353339195","0.119996570050716","-0.240979105234146","-0.451987206935883","0.856199860572815","0.415755420923233","-0.639621257781982","0.544148027896881","-0.274206638336182","0.600596725940704","-0.048023734241724","-0.268012642860413","0.752273261547089","-0.00942156091332436","-0.194067299365997","-0.037968635559082","-0.431113719940186","-0.260265022516251","-0.297877341508865","0.79143089056015","-0.0970139130949974","-0.433322012424469","-0.857442200183868","-0.400369465351105","0.413713485002518","-0.295334160327911","-0.251915633678436","-0.0557282008230686"
"n3_26","0.349733650684357","-0.491029411554337","0.592392861843109","0.41466411948204","-0.484780639410019","-0.612342476844788","0.636057436466217","0.251226633787155","-0.405907392501831","0.358182728290558","-0.394423604011536","0.552668333053589","-0.290219575166702","-0.628257989883423","0.513742685317993","-0.526112020015717","0.284068375825882","0.449535399675369","0.523960649967194","0.256583601236343","-0.17022280395031","-0.575606763362885","0.412302434444427","0.606298089027405","-0.4356509745121","-0.541608095169067","0.538857519626617","-0.410209387540817","-0.564145743846893","0.490141630172729","-0.418678939342499","0.464136898517609","-0.493479996919632","-0.540532410144806","-0.227712363004684"
"n3_27","-0.518427729606628","0.157142981886864","0.266183346509933","0.592258512973785","0.353447437286377","0.278432160615921","-0.390207290649414","-0.0909981280565262","0.520592033863068","1.26363050937653","0.480243444442749","-0.92724472284317","0.172341823577881","0.374770700931549","-0.601669609546661","0.516903758049011","-3.52378416061401","-2.73727440834045","0.780861854553223","1.23043489456177","0.231729820370674","0.237464159727097","-0.275945842266083","0.00141052261460572","0.117850512266159","0.388576567173004","0.176022812724113","-1.45490396022797","0.428847789764404","0.606236755847931","0.471800148487091","-0.551251947879791","0.402000963687897","0.446316093206406","0.128438428044319"
"n3_28","0.362340748310089","-0.413680166006088","0.276470392942429","0.541926145553589","-0.224568605422974","-0.120902858674526","0.439924210309982","0.235033974051476","-0.461536884307861","0.634024500846863","-0.459247767925262","0.560322165489197","-0.624647915363312","-0.475128799676895","0.139379769563675","-0.471402823925018","0.420099139213562","0.412734508514404","0.307857841253281","0.755715250968933","-0.592039704322815","-0.35135406255722","0.610714614391327","0.302561044692993","-0.590788304805756","-0.296009629964828","0.818596303462982","-0.554692924022675","-0.422304779291153","0.46097257733345","-0.422508925199509","0.372873574495316","-0.273664891719818","-0.476255506277084","-0.586729466915131"
"n3_29","0.588724493980408","-0.221367806196213","0.387618273496628","0.518344402313232","-0.583760023117065","-0.347683489322662","0.605164885520935","0.529178261756897","-0.416306763887405","0.387010753154755","-0.267605990171432","0.167012900114059","-0.560992956161499","-0.332356423139572","0.410943210124969","-0.484069496393204","0.287030875682831","0.663251101970673","0.305313259363174","0.100269839167595","-0.306505262851715","-0.403788655996323","0.38466489315033","0.397473931312561","-0.385094821453094","-0.473948389291763","0.097000740468502","-0.17807038128376","-0.299517810344696","0.304049730300903","-0.202160105109215","0.284565359354019","-0.501251935958862","-0.506517291069031","-0.427291393280029"
"n3_30","0.572249054908752","-0.488269627094269","0.437587708234787","0.272001385688782","-0.235486596822739","-0.60093742609024","0.262200564146042","0.863563537597656","-0.219469577074051","0.295634001493454","-0.285136938095093","0.268937587738037","-0.400134533643723","-0.502659678459167","0.549342691898346","-0.624075174331665","0.534447729587555","0.62719851732254","0.526958525180817","0.392725318670273","-0.265614897012711","-0.29788276553154","0.423045009374619","0.377487748861313","-0.37236100435257","-0.289315849542618","0.174753308296204","-0.0251369681209326","-0.520721435546875","0.681612968444824","-0.400448352098465","0.745733618736267","-0.473896265029907","-0.611383318901062","-0.666534781455994"
"n3_31","0.462391465902328","-0.526871263980865","0.662802159786224","0.299404323101044","-0.757606625556946","-0.653287589550018","0.68906307220459","0.366790980100632","-0.525270164012909","0.418210744857788","-0.66839337348938","1.0076493024826","-0.463944375514984","-0.498402148485184","0.46872678399086","-0.671628534793854","0.575425863265991","0.645559191703796","0.629976391792297","0.525945127010345","-0.505245387554169","-0.580608546733856","0.550823092460632","0.54452246427536","-0.434990406036377","-0.501805186271667","0.873987674713135","-0.909755766391754","-0.676016807556152","0.19382344186306","-0.455932527780533","0.439889311790466","-0.669512987136841","-0.371163308620453","-0.468924641609192"
"n3_32","0.292591333389282","-0.269580215215683","0.210309833288193","-0.0914135053753853","-0.609058082103729","-0.406491488218307","0.368209481239319","0.214284047484398","-0.442386299371719","-0.216146945953369","-0.421435505151749","-0.25575989484787","-0.171634703874588","-0.407386958599091","0.826437532901764","-0.33750194311142","-0.109631881117821","-0.299955725669861","-0.0562071390450001","-0.342023879289627","-0.251271575689316","-0.35828098654747","0.531311690807343","0.208012044429779","-0.293843060731888","-0.453897356987","-0.352104008197784","0.207052826881409","-0.383472293615341","0.090704470872879","-0.379526138305664","0.698954939842224","-0.398223072290421","-0.591542780399323","-0.43349415063858"
"n3_33","0.632495105266571","-0.26515257358551","0.18453024327755","0.282896816730499","-0.308672577142715","-0.360655963420868","0.15743787586689","0.818524062633514","-0.456373631954193","0.346185117959976","-0.444927543401718","0.232983350753784","-0.165219068527222","-0.340164959430695","0.427395850419998","-0.584990382194519","0.311022192239761","0.155797243118286","0.460696935653687","0.0479397363960743","-0.202059045433998","-0.262906491756439","0.453375190496445","0.359517872333527","-0.392723441123962","-0.218893796205521","-0.058121282607317","-0.253446072340012","-0.29453843832016","0.282079339027405","-0.299858450889587","0.210777699947357","-0.338708966970444","-0.381792545318604","-0.482211858034134"
"n3_34","0.16973003745079","-0.39996150135994","0.474889546632767","0.593335926532745","-0.432265728712082","-0.258923500776291","0.501217842102051","0.423183739185333","-0.514098525047302","0.586829662322998","-0.377532094717026","0.804790079593658","-0.272504597902298","-0.638188242912292","0.542402386665344","-0.517334878444672","0.313198179006577","0.527704775333405","0.334781259298325","0.765360176563263","-0.532011330127716","-0.534816741943359","0.299502462148666","0.494994699954987","-0.284268438816071","-0.529247403144836","0.797391593456268","-0.458675622940063","-0.334367573261261","0.428786337375641","-0.25669601559639","0.200750425457954","-0.298905611038208","-0.116965599358082","-0.495745420455933"
"n3_35","0.324437201023102","-0.235270783305168","0.0213355384767056","0.255095183849335","-0.153958916664124","-0.339906811714172","0.0337235704064369","0.553789079189301","-0.0952513292431831","0.00391500908881426","-0.120610468089581","0.527529776096344","-0.288832634687424","-0.165918171405792","0.112977422773838","-0.27386999130249","0.563487768173218","0.331036448478699","0.527368366718292","0.454631954431534","-0.0814919695258141","-0.136563286185265","0.359468907117844","0.295194685459137","-0.0976714789867401","-0.158649429678917","0.256160736083984","-0.146741732954979","-0.105337634682655","0.162332341074944","-0.183001205325127","0.0474642589688301","-0.198218926787376","-0.296766370534897","-0.359593540430069"
"n3_36","0.651075422763824","-0.453178554773331","-0.0234597511589527","-0.04144536703825","-0.888498067855835","-1.09658098220825","0.52662855386734","0.270355582237244","-0.598003566265106","-0.0803220793604851","-0.492950975894928","-0.49103057384491","-0.25397989153862","-0.841331243515015","1.20326054096222","-0.658711075782776","-0.909394025802612","-0.626706421375275","-0.558920443058014","-0.00260287942364812","-0.370452493429184","-0.39573723077774","0.80009651184082","-0.0882311388850212","-0.594744145870209","-0.672149538993835","-0.605132222175598","0.0749352052807808","-0.644080758094788","-0.3256014585495","-0.816533982753754","1.14970302581787","-1.16293525695801","-1.00393533706665","-0.490859419107437"
"n3_37","0.828136563301086","-0.512708425521851","0.367914170026779","0.286739349365234","-0.636843860149384","-0.875749111175537","0.868556082248688","0.662829458713531","-0.621616184711456","-0.402109026908875","-0.640613794326782","-1.1418993473053","-0.768157005310059","-0.493615597486496","1.14658308029175","-0.58661949634552","-1.08117365837097","-1.43937361240387","-0.460486888885498","-0.57165253162384","-0.63482540845871","-0.655541121959686","0.918307304382324","0.424872547388077","-0.376110881567001","-0.457535326480865","-0.85314154624939","0.0105232270434499","-0.624210774898529","0.273657143115997","-0.60407692193985","1.27047431468964","-1.18936407566071","-1.0538934469223","-0.44196629524231"
"n3_38","-0.0294190347194672","-0.168104514479637","-0.0346894934773445","-0.0196986962109804","-0.378559321165085","-0.0580991581082344","0.269308745861053","0.149714171886444","-0.374681383371353","0.247795641422272","-0.244572401046753","0.642892897129059","-0.363812685012817","-0.325235158205032","0.0121256364509463","-0.425868779420853","0.0680582448840141","-0.197355151176453","-0.104170776903629","0.55698561668396","-0.35920661687851","-0.458359271287918","0.290503978729248","0.209891647100449","-0.251323670148849","-0.204151883721352","0.554384350776672","-0.513947665691376","-0.274010747671127","0.0344188511371613","-0.290721595287323","-0.121593683958054","-0.302344918251038","-0.190322712063789","-0.207022547721863"
"n3_39","-0.0394967123866081","0.261956393718719","-0.210587948560715","-0.0971697866916656","0.0633750334382057","0.103263027966022","-0.389335215091705","-0.0742713883519173","0.273868978023529","-0.423500865697861","0.307512491941452","-0.641985893249512","0.151936620473862","0.34998095035553","-0.148657843470573","0.0854482054710388","-0.596786439418793","-0.62408983707428","-0.169402867555618","-0.612692832946777","0.3456090092659","0.350767970085144","-0.280386626720428","-0.0350192785263062","0.357440322637558","-0.00748856877908111","-0.668813228607178","0.371117740869522","0.14007967710495","-0.33056452870369","0.0902937203645706","-0.326984882354736","0.341849625110626","0.211252868175507","0.277104288339615"
"n3_40","0.387318193912506","-0.332712709903717","0.028108436614275","0.0814199522137642","-0.516099631786346","-0.507055044174194","0.428710848093033","0.0172708798199892","-0.114857718348503","0.0381276197731495","-0.30037048459053","-0.364154040813446","-0.38739275932312","-0.251194030046463","0.68436872959137","-0.268712401390076","-0.364661633968353","-0.224356949329376","-0.295907586812973","-0.303856790065765","-0.337832272052765","-0.272373914718628","0.227876201272011","0.135618463158607","-0.28867781162262","-0.241388767957687","-0.494507938623428","0.24198654294014","-0.361989051103592","0.219319418072701","-0.23575447499752","0.623928487300873","-0.60550856590271","-0.62530130147934","-0.277430593967438"
"n3_41","0.212600320577621","-0.448010683059692","0.181888714432716","0.227166771888733","-0.457624167203903","-0.399619162082672","0.366154074668884","0.652866721153259","-0.261697232723236","0.021704874932766","-0.0594245046377182","-0.237873300909996","-0.07110895216465","-0.158764511346817","0.510134994983673","-0.257988393306732","-0.224207669496536","-0.131966531276703","-0.0554068088531494","-0.235878467559814","-0.177735790610313","-0.15801927447319","0.143639072775841","0.210344597697258","-0.0942007973790169","-0.0536539703607559","0.0214277636259794","0.0965267643332481","-0.303088963031769","0.289095818996429","-0.180354908108711","0.481524020433426","-0.325371444225311","-0.373742043972015","-0.0718770697712898"
"n3_42","0.110005922615528","-0.311086714267731","0.252321630716324","0.336830168962479","-0.224560186266899","-0.505177736282349","0.338448911905289","0.0702952966094017","-0.235514774918556","0.228495657444","-0.228191345930099","0.170116454362869","-0.483230829238892","-0.556421756744385","0.402081251144409","-0.206817641854286","0.411838293075562","0.454563677310944","0.153177380561829","0.0402276702225208","-0.444541960954666","-0.348946869373322","0.506245195865631","0.279631704092026","-0.125180795788765","-0.248599022626877","0.177775323390961","-0.469381302595139","-0.547040700912476","0.255347192287445","-0.268716305494308","0.144496411085129","-0.529360055923462","-0.527146399021149","-0.510968744754791"
"n3_43","0.399848610162735","-0.411023795604706","0.250285476446152","0.409643918275833","-0.215549126267433","-0.515728652477264","0.237627223134041","0.128692239522934","-0.423822581768036","0.731745719909668","-0.184947043657303","0.772562563419342","-0.140999376773834","-0.454323172569275","0.493627071380615","-0.165298014879227","0.708822786808014","0.333744436502457","0.210084572434425","0.822030484676361","-0.145387157797813","-0.279821455478668","0.343004822731018","0.254842579364777","-0.494265556335449","-0.402577251195908","0.519652128219604","-0.739942669868469","-0.444488763809204","0.259686917066574","-0.544131219387054","0.211824730038643","-0.298979550600052","-0.123718529939651","-0.4665167927742"
