"dummy","n4_1","n4_2","n4_3","n4_4","n4_5","n4_6","n4_7","n4_8","n4_9","n4_10","n4_11","n4_12","n4_13","n4_14","n4_15","n4_16","n4_17","n4_18","n4_19","n4_20","n4_21","n4_22","n4_23","n4_24","n4_25","n4_26","n4_27","n4_28","n4_29","n4_30","n4_31","n4_32","n4_33","n4_34","n4_35"
"n3_44","0.199351996183395","-0.388601988554001","0.57463538646698","0.196415811777115","-0.297509133815765","-0.0919516161084175","0.420957654714584","0.344439685344696","-0.112602315843105","0.565899133682251","-0.462945699691772","0.367294788360596","-0.542204856872559","-0.136758595705032","-0.0375504791736603","-0.429564565420151","0.338073700666428","-0.135169208049774","0.386956959962845","0.395535171031952","-0.229435205459595","-0.516921937465668","0.385093539953232","0.171228259801865","-0.348050773143768","-0.433935344219208","0.642687857151031","-0.467544734477997","-0.435740768909454","0.567104756832123","-0.485923588275909","0.164916560053825","-0.131713792681694","-0.310476660728455","-0.438000530004501"
"n3_45","0.653553426265717","-0.288627743721008","0.742381453514099","0.384187787771225","-0.430994123220444","-0.269881725311279","0.27080363035202","0.376546770334244","-0.401824116706848","0.656616508960724","-0.352781176567078","0.991163790225983","-0.583024859428406","-0.308834284543991","0.424700409173965","-0.265916883945465","0.984866738319397","0.529543995857239","0.437614530324936","0.825042247772217","-0.431195646524429","-0.449211329221725","0.671816289424896","0.62113094329834","-0.223099917173386","-0.35965895652771","0.869070053100586","-0.77088475227356","-0.262007147073746","0.67286479473114","-0.505769073963165","0.333526402711868","-0.344551056623459","-0.526802003383636","-0.275184541940689"
"n3_46","-0.077758327126503","0.290094166994095","-0.0903904959559441","-0.432298421859741","0.292965739965439","0.345988988876343","-0.150688305497169","-0.0862742438912392","0.194387808442116","-0.279868125915527","0.124467901885509","-0.627249300479889","0.155380219221115","0.462743312120438","-0.129769578576088","0.310150951147079","-0.74681156873703","-0.577357590198517","-0.35340616106987","-0.487231433391571","0.372625857591629","0.204833909869194","-0.340324819087982","-0.275300145149231","0.340992957353592","0.353987693786621","-0.451704204082489","0.372624546289444","0.481881201267242","-0.358228236436844","0.331826597452164","-0.455366224050522","0.443349689245224","0.210829019546509","0.379762440919876"
"n3_47","0.584961533546448","-0.195838913321495","0.406327039003372","0.507120490074158","-0.305502980947495","-0.560199797153473","0.597159564495087","0.194707348942757","-0.460023313760757","0.525850832462311","-0.434432417154312","0.667793214321136","-0.473013758659363","-0.39667797088623","0.540631532669067","-0.394080966711044","0.545136213302612","0.292358756065369","0.657479643821716","0.74010181427002","-0.492747634649277","-0.382089674472809","0.409611850976944","0.428989082574844","-0.41817182302475","-0.578544199466705","0.843141198158264","-0.407104939222336","-0.370711833238602","0.224936500191689","-0.451432317495346","0.340745836496353","-0.459384500980377","-0.423228144645691","-0.331667184829712"
"n3_48","0.496663600206375","-0.541170656681061","0.225275829434395","0.177311420440674","-0.261320024728775","-0.528351664543152","0.63334196805954","0.288527399301529","-0.221564427018166","0.299157589673996","-0.624008893966675","0.988200783729553","-0.317587018013","-0.304074823856354","0.612476706504822","-0.289057642221451","0.839352190494537","0.264112949371338","0.320370346307755","0.886123299598694","-0.289069205522537","-0.195088937878609","0.274760454893112","0.250134617090225","-0.400473713874817","-0.428075969219208","1.03128814697266","-0.406150907278061","-0.498245060443878","0.333209037780762","-0.536908209323883","0.234420135617256","-0.419833272695541","-0.376547068357468","-0.234662741422653"
"n3_49","0.465135037899017","-0.343368649482727","0.149268448352814","-0.0199514832347631","-0.466280281543732","-0.41499125957489","0.280448347330093","0.0776344835758209","-0.396389156579971","0.182215541601181","-0.275910019874573","-0.0602294616401196","-0.0811106786131859","-0.592272281646729","0.783187210559845","-0.576328933238983","-0.0197021048516035","-0.0774087682366371","-0.0985568761825562","0.486395657062531","-0.0459269620478153","-0.381659030914307","0.188764795660973","0.0218601319938898","-0.416234612464905","-0.251878142356873","0.0517672970890999","-0.430327475070953","-0.380173087120056","-0.223873972892761","-0.430774182081223","0.659647881984711","-0.66591739654541","-0.841061234474182","-0.439691632986069"
"n3_50","0.366723239421844","-0.191265657544136","-0.536772727966309","-0.396423518657684","-0.511267602443695","-0.635635137557983","0.452838212251663","-0.163635432720184","-0.287415057420731","-0.58433598279953","-0.434708267450333","-0.298173934221268","0.199210807681084","-0.540469110012054","0.413929671049118","-0.560857117176056","-0.258988976478577","-0.321843713521957","-0.645727038383484","-0.484410792589188","-0.162719860672951","-0.0285863373428583","0.465783506631851","-0.392399936914444","-0.0514106526970863","-0.164502561092377","-0.331977248191833","0.708476722240448","-0.623144268989563","-0.37229260802269","-0.330198526382446","0.23903514444828","-0.564656496047974","-0.456045389175415","-0.432853162288666"
"n3_51","0.170897379517555","-0.188817694783211","0.232498064637184","0.131839767098427","-0.423009723424911","-0.203278407454491","0.508971512317657","0.317719906568527","-0.32412514090538","0.557495594024658","-0.583506524562836","0.908475756645203","-0.291871607303619","-0.411806374788284","0.421332597732544","-0.323373407125473","0.651673078536987","0.000823690963443369","0.251363128423691","0.965616106987","-0.55842536687851","-0.355249524116516","0.481821358203888","0.455594927072525","-0.275360345840454","-0.192437574267387","0.834688603878021","-0.793319344520569","-0.514520704746246","0.123796425759792","-0.342679470777512","0.2477957457304","-0.242321103811264","-0.0932839587330818","-0.265584737062454"
"n3_52","0.631999969482422","-0.0600037910044193","0.392403453588486","0.427488148212433","-0.35157972574234","-0.114067308604717","0.284617513418198","0.782359182834625","-0.288325101137161","0.120418258011341","-0.213681578636169","-0.149146541953087","-0.275867909193039","-0.227290108799934","0.464414656162262","-0.328782945871353","0.0627589747309685","0.247363388538361","0.557924270629883","0.0442129597067833","-0.418574333190918","-0.309600979089737","0.278436481952667","0.19497737288475","-0.365659028291702","-0.331872373819351","-0.107231788337231","0.112149968743324","-0.473201245069504","0.408383846282959","-0.126546651124954","0.596181094646454","-0.346682667732239","-0.251246899366379","-0.155101448297501"
"n3_53","-0.785194575786591","0.60280978679657","-0.438141763210297","-0.358627140522003","0.776047646999359","0.680847585201263","-0.781915783882141","-0.584726333618164","0.775074303150177","-0.415994852781296","0.499202817678452","-0.740905165672302","0.851999163627625","0.855106294155121","-0.784099876880646","0.639535963535309","-0.445603549480438","-0.122329361736774","-0.242384418845177","-0.530693829059601","0.649432599544525","0.612391531467438","-0.604846298694611","-0.473912864923477","0.693939030170441","0.619944155216217","-0.384356439113617","0.515220403671265","0.760675311088562","-0.633187711238861","0.745253145694733","-0.518025457859039","0.731342792510986","0.440000951290131","0.472594141960144"
"n3_54","0.215264245867729","0.100880183279514","0.0577327162027359","0.0340701788663864","-0.20213371515274","-0.310743153095245","0.207375705242157","-0.16079269349575","-0.0201406087726355","0.094482384622097","-0.0869340226054192","0.452362030744553","-0.0765832960605621","-0.088156633079052","0.0321168079972267","-0.171166449785233","0.597228586673737","0.634073913097382","0.267029970884323","-0.130171358585358","-0.183461740612984","0.0527561381459236","0.139228954911232","0.0436333864927292","-0.165880858898163","-0.31661182641983","0.344428688287735","-0.0367064364254475","-0.164947003126144","-0.31529101729393","-0.185404062271118","0.0559240691363811","0.0696855410933495","0.0558631122112274","0.0246065407991409"
"n3_55","0.519251763820648","-0.291711002588272","0.615801930427551","0.403780043125153","-0.550204634666443","-0.205621868371964","0.670593857765198","0.417314767837524","-0.475518584251404","0.418764591217041","-0.367871552705765","0.249303504824638","-0.55211877822876","-0.427487790584564","0.27404460310936","-0.362058699131012","0.280986189842224","0.0411507524549961","0.208622083067894","0.579722285270691","-0.600692093372345","-0.301285266876221","0.599376499652863","0.427578449249268","-0.553058862686157","-0.625789403915405","0.249189451336861","-0.678779304027557","-0.392191767692566","0.220454707741737","-0.356231421232224","0.206580981612206","-0.209469690918922","-0.0444838032126427","-0.563846230506897"
"n3_56","0.213886007666588","-0.431733280420303","0.241295352578163","0.349168807268143","-0.383908808231354","-0.274693012237549","0.170271620154381","0.419689744710922","-0.309257298707962","0.354229718446732","-0.54169374704361","0.366110742092133","-0.54524701833725","-0.276407241821289","0.114620789885521","-0.148540511727333","0.158809095621109","0.310840517282486","0.283522009849548","0.138758882880211","-0.176870331168175","-0.238830611109734","0.518142104148865","0.261269867420197","-0.532403528690338","-0.39631661772728","0.297421634197235","-0.110840350389481","-0.362302899360657","0.248788073658943","-0.394288778305054","0.226732462644577","-0.288708239793777","-0.270434021949768","-0.102537699043751"
"n3_57","-0.208712622523308","0.392543137073517","-0.442637771368027","-0.15209598839283","0.246415942907333","0.419094443321228","-0.389319121837616","-0.416372299194336","0.30804431438446","-0.258631944656372","0.493816673755646","-0.603635191917419","0.349722981452942","0.227550089359283","-0.411305159330368","0.424946457147598","-0.627069413661957","-0.129746928811073","-0.248652279376984","-0.697697401046753","0.40962952375412","0.238836109638214","-0.404559880495071","-0.330637365579605","0.301888912916183","0.193194776773453","-0.684948563575745","0.628342926502228","0.51421731710434","-0.33627638220787","0.165559515357018","-0.136238500475883","0.362676829099655","0.336502343416214","0.258940279483795"
"n3_58","0.346076846122742","-0.510166585445404","0.601378381252289","0.372062146663666","-0.510764837265015","-0.227405562996864","0.563819825649261","0.156770721077919","-0.354162275791168","0.584385395050049","-0.304842382669449","0.677820026874542","-0.228160604834557","-0.310063570737839","0.1659896671772","-0.375280141830444","0.320787161588669","0.544639527797699","0.45826044678688","0.740500628948212","-0.561760723590851","-0.357966423034668","0.361268281936646","0.578390538692474","-0.487341046333313","-0.240893423557281","0.536374390125275","-0.585897028446198","-0.477376103401184","0.628365457057953","-0.324638277292252","0.185550674796104","-0.171413198113441","-0.212901502847672","-0.561944484710693"
"n3_59","0.183597758412361","-0.174689799547195","-0.0613574683666229","0.196438327431679","-0.180244013667107","-0.354576408863068","0.0214207489043474","-0.20746260881424","-0.164777874946594","0.329021215438843","-0.115164086222649","0.127131447196007","0.0162688381969929","-0.456008017063141","0.339566826820374","-0.161152169108391","0.379706591367722","0.593983173370361","0.436964422464371","0.147023722529411","-0.19982048869133","-0.284022986888885","0.140049546957016","-0.158199086785316","-0.0628201961517334","0.00451262388378382","0.432191431522369","-0.0409154482185841","-0.232518091797829","-0.107605300843716","-0.515697956085205","0.27735447883606","-0.0711577460169792","-0.266495823860168","-0.136724844574928"
"n3_60","-0.439688742160797","0.0722477585077286","-0.474539011716843","-0.491026282310486","0.448635280132294","0.387079447507858","-0.228161454200745","-0.209315717220306","0.607634544372559","-0.355530947446823","0.163388296961784","-0.179297715425491","0.492256462574005","0.348913878202438","-0.775933802127838","0.326327711343765","-0.619953274726868","-0.374418556690216","-0.336896628141403","-0.141385212540627","0.130521655082703","0.144445404410362","-0.586519598960876","-0.493254452943802","0.159994453191757","0.214547455310822","-0.237439885735512","0.225123837590218","0.310518145561218","-0.610900521278381","0.2831130027771","-0.683141767978668","0.565898597240448","0.725691497325897","0.203149050474167"
"n3_61","0.16950535774231","-0.432597696781158","0.00554523942992091","0.313597470521927","-0.215544894337654","-0.36009219288826","0.363528549671173","0.0338420681655407","-0.468161165714264","0.392188280820847","-0.351953864097595","0.685183942317963","-0.135754600167274","-0.387957453727722","0.164798140525818","-0.205892652273178","0.4903843998909","0.652443945407867","0.310134172439575","0.368565946817398","-0.27565199136734","-0.331624686717987","0.421429693698883","-0.0657927766442299","-0.149402037262917","-0.270086705684662","0.612516224384308","-0.110998027026653","-0.35242372751236","0.22947646677494","-0.265984922647476","0.287956565618515","-0.392018914222717","-0.367867350578308","-0.170283779501915"
"n3_62","0.401811957359314","-0.570111691951752","0.490736454725266","0.504090011119843","-0.270736426115036","-0.458183735609055","0.473419696092606","0.342842161655426","-0.446917295455933","0.674892723560333","-0.404106259346008","0.81803435087204","-0.417698502540588","-0.381789833307266","0.432379126548767","-0.359205603599548","0.753785014152527","0.266771554946899","0.629530489444733","0.666305541992188","-0.495390385389328","-0.217257663607597","0.458750277757645","0.673269331455231","-0.621444821357727","-0.409564018249512","0.927826821804047","-0.590580403804779","-0.495987713336945","0.377140462398529","-0.298663944005966","0.329371243715286","-0.491347849369049","-0.296057045459747","-0.242725789546967"
"n3_63","-0.182416453957558","0.288744807243347","-0.397082477807999","-0.389832824468613","0.507680237293243","0.232566624879837","-0.357917755842209","-0.351749986410141","0.261378020048141","-0.275791078805923","0.1976617872715","-0.591642379760742","0.53476345539093","0.104529604315758","-0.351600617170334","0.0887135192751884","-0.684143126010895","-0.481108695268631","-0.237823203206062","-0.344668477773666","0.443474262952805","0.314633190631866","-0.27887424826622","-0.199412748217583","0.394412875175476","0.354864180088043","-0.502379536628723","0.441083282232285","0.143822818994522","-0.27108108997345","0.254242390394211","-0.292815506458282","0.394143670797348","0.220179438591003","0.427809864282608"
"n3_64","-0.485635757446289","0.140656933188438","-0.26004946231842","-0.351922243833542","0.470030218362808","0.384005665779114","-0.157676056027412","-0.0591083317995071","0.305885344743729","-0.426187545061111","0.405768990516663","-0.429252088069916","0.405025213956833","0.311265736818314","-0.441209971904755","0.22447358071804","-0.617857933044434","-0.393893718719482","-0.37751179933548","-0.710913062095642","0.208827331662178","0.26393648982048","-0.321337580680847","-0.236827582120895","0.31355282664299","0.117552652955055","-0.596113622188568","0.530184090137482","0.328997611999512","-0.366293281316757","0.55837345123291","-0.500480711460114","0.440057516098022","0.510873258113861","0.36378538608551"
"n3_65","-0.130399256944656","0.242919489741325","-0.413210511207581","-0.308818221092224","0.123798206448555","0.121616825461388","-0.513152360916138","-0.358574867248535","0.375262349843979","-0.47236755490303","0.362715750932693","-0.690837502479553","0.215370565652847","0.419447422027588","-0.155912280082703","0.303578853607178","-0.656408369541168","-0.416765242815018","-0.447625190019608","-0.518635094165802","0.129838183522224","0.338681012392044","-0.222945764660835","-0.462347090244293","0.337211191654205","0.361898154020309","-0.459188282489777","0.255795478820801","0.19344399869442","-0.248342797160149","0.382734447717667","-0.480622112751007","0.20891697704792","0.31600946187973","0.379022300243378"
"n3_66","0.343386590480804","-0.397978007793427","0.269744664430618","0.0432843342423439","-0.426775813102722","-0.0778194218873978","0.220096483826637","0.146912693977356","-0.354781717061996","0.136989116668701","-0.440755933523178","0.556972920894623","-0.386358737945557","-0.242855817079544","0.212367013096809","-0.467177033424377","0.512626051902771","0.586322069168091","0.113358095288277","0.41865611076355","-0.223638281226158","-0.279042631387711","0.35243746638298","0.205114960670471","-0.203522086143494","-0.432519435882568","0.630172491073608","-0.474613398313522","-0.134045109152794","0.0303427446633577","-0.265104383230209","0.354845255613327","-0.322236448526382","-0.393802434206009","-0.186256036162376"
"n3_67","0.0498477891087532","-0.397725701332092","0.148550570011139","0.297430336475372","-0.440627366304398","-0.2369235008955","0.554066300392151","0.306492298841476","-0.419426441192627","0.446294248104095","-0.585799396038055","0.55533629655838","-0.357124030590057","-0.640774786472321","0.161738738417625","-0.282904535531998","0.0131484968587756","-0.275546103715897","0.374690473079681","1.01838886737823","-0.518835365772247","-0.199529349803925","0.447415500879288","0.152945980429649","-0.286806881427765","-0.495519906282425","0.760408341884613","-0.977952063083649","-0.567604601383209","0.173048973083496","-0.291159838438034","-0.0358409434556961","-0.158524513244629","-0.265953302383423","-0.492568701505661"
"n3_68","0.325993001461029","-0.215619012713432","0.0475945323705673","0.306573420763016","-0.185317441821098","-0.2820845246315","0.298644840717316","0.321434080600739","-0.174292698502541","0.212790265679359","-0.276224732398987","0.527090489864349","-0.265474915504456","-0.313212275505066","0.452531009912491","-0.412404030561447","0.0173200257122517","0.131730332970619","0.342895835638046","0.362028568983078","-0.301001697778702","-0.276231020689011","0.470273166894913","0.0265901479870081","-0.324930846691132","-0.415782392024994","0.279425472021103","-0.525157511234283","-0.450516909360886","0.263457238674164","-0.382929861545563","0.356402814388275","-0.136025205254555","-0.0774322003126144","-0.406823635101318"
"n3_69","0.225711151957512","-0.137218669056892","0.36715641617775","0.267255246639252","-0.452341854572296","-0.323166936635971","0.161175400018692","0.474424809217453","-0.114506542682648","0.506207764148712","-0.472914397716522","0.28371849656105","-0.449805200099945","-0.0940883159637451","0.265945851802826","-0.426099479198456","0.710137486457825","0.70435494184494","0.642254054546356","0.606014311313629","-0.0204971414059401","-0.270250499248505","0.509481370449066","0.269450485706329","-0.22047470510006","-0.4559386074543","0.49578845500946","-0.455037266016006","-0.429274260997772","0.461738556623459","-0.128972634673119","0.182700872421265","-0.18663227558136","-0.230337366461754","-0.133957520127296"
"n3_70","0.0772204920649529","-0.159964755177498","-0.358852237462997","-0.316065341234207","-0.421243369579315","-0.171190649271011","-0.0153540037572384","-0.255256056785583","0.0337029509246349","0.238468572497368","-0.3387051820755","0.239463195204735","0.154606357216835","-0.34554398059845","0.194749057292938","-0.226566076278687","0.324077129364014","0.47780641913414","0.268843919038773","0.200454592704773","-0.18657474219799","-0.143314689397812","0.148657009005547","0.0493189990520477","-0.114921756088734","0.0683423727750778","0.401818633079529","-0.117749348282814","-0.255880564451218","-0.136600703001022","-0.078531414270401","0.14911362528801","-0.205492332577705","-0.287578225135803","-0.160491958260536"
"n3_71","0.272137761116028","-0.335593849420547","0.572572410106659","0.601228952407837","0.0279409531503916","-0.336860030889511","0.288326174020767","0.724930047988892","-0.289512574672699","0.159297689795494","-0.0261985305696726","-0.156551048159599","-0.161578074097633","-0.0788481682538986","0.210864365100861","-0.0789631977677345","0.239028871059418","0.342189759016037","0.223717927932739","-0.180772319436073","-0.243205830454826","-0.149458587169647","0.215341702103615","0.189322054386139","-0.392589092254639","-0.145905271172523","0.0528623759746552","0.31047260761261","-0.0546613484621048","0.592034518718719","-0.191040590405464","0.230841398239136","-0.327215701341629","-0.304727584123611","-0.319154441356659"
"n3_72","-0.256019502878189","0.026269044727087","-0.334487110376358","-0.163427725434303","0.172402694821358","0.215281963348389","-0.123116686940193","-0.195894837379456","0.00566348433494568","-0.173458278179169","0.261774748563766","-0.320967555046082","0.133948147296906","0.234514877200127","-0.344620585441589","0.163470894098282","-0.592261075973511","-0.402947396039963","-0.490607053041458","-0.579295694828033","-0.0159759875386953","0.208290964365005","-0.130603313446045","-0.200149387121201","0.314745903015137","0.0440645664930344","-0.571179807186127","0.256600797176361","0.213174164295197","-0.27720034122467","0.167258501052856","-0.162009626626968","0.276196181774139","0.182094618678093","0.290149688720703"
"n3_73","0.143523618578911","-0.123688399791718","0.173652201890945","0.373610943555832","-0.152786552906036","-0.263682514429092","0.306880831718445","0.750233888626099","-0.040677648037672","0.0867904275655746","-0.350858777761459","0.336470365524292","-0.118442416191101","-0.239751264452934","0.426517903804779","-0.0582424327731133","0.303869307041168","0.44566947221756","0.346995741128922","0.263600409030914","-0.0501832626760006","-0.375002592802048","0.20357857644558","0.166598081588745","-0.10760336369276","-0.250828117132187","0.316806524991989","-0.224728554487228","-0.213344514369965","0.516852498054504","-0.475188761949539","0.448002845048904","-0.0930131375789642","-0.0925256162881851","-0.144327253103256"
"n3_74","-0.932080686092377","0.346945196390152","-0.163739174604416","-0.36095517873764","0.842051863670349","0.994726955890656","-0.51898866891861","-0.148521602153778","0.625723779201508","0.169228419661522","0.269801288843155","0.952579855918884","0.316765338182449","0.602571964263916","-1.11895310878754","0.529544830322266","0.454287767410278","0.0629943683743477","-0.171931192278862","0.939050018787384","0.198537394404411","0.464368373155594","-0.770768940448761","-0.225456938147545","0.582998037338257","0.269336730241776","0.654479026794434","-0.232975527644157","0.442501097917557","-0.0596277862787247","0.566767334938049","-1.2207647562027","1.05681014060974","1.0905282497406","0.46997132897377"
"n3_75","-0.0308631900697947","-0.105350956320763","-0.172439783811569","0.197512969374657","-0.300445795059204","-0.192677304148674","0.122096203267574","-0.16892708837986","-0.0755728408694267","0.360045462846756","-0.238576978445053","0.481550127267838","-0.280929982662201","-0.257748544216156","-0.0404444485902786","-0.417621284723282","0.306180953979492","0.243013218045235","0.0765910595655441","0.339757442474365","0.00450304709374905","-0.018306789919734","0.189976945519447","0.125011429190636","-0.373210787773132","-0.123435743153095","0.411505430936813","-0.417014002799988","-0.122259713709354","0.111544132232666","-0.172507971525192","0.0954504534602165","0.00105850957334042","-0.223772197961807","-0.274169325828552"
"n3_76","0.464475870132446","-0.136516526341438","0.0460311323404312","-0.188678368926048","-0.444728344678879","-0.419286072254181","0.415960967540741","0.0927377417683601","-0.280174940824509","-0.218548312783241","-0.41145059466362","-0.329837203025818","-0.276603162288666","-0.427429914474487","0.706470012664795","-0.258093446493149","-0.41624453663826","-0.0318844690918922","-0.190975457429886","-0.40106737613678","-0.0322341993451118","-0.244605869054794","0.34804379940033","0.15610371530056","-0.264029175043106","-0.170009791851044","-0.397235006093979","0.162137895822525","-0.499481916427612","0.036435429006815","-0.402896851301193","0.763094365596771","-0.374804675579071","-0.435540705919266","-0.162394747138023"
"n3_77","0.428800135850906","-0.410877406597137","0.215594559907913","0.198053672909737","-0.399289131164551","-0.333215206861496","0.604314923286438","0.350379586219788","-0.426947355270386","0.45426207780838","-0.331955164670944","0.50221711397171","-0.334082841873169","-0.358022004365921","0.457421272993088","-0.597734093666077","0.312046647071838","0.104068972170353","0.135595083236694","0.96027010679245","-0.389459609985352","-0.409882426261902","0.224410951137543","0.388725578784943","-0.546608030796051","-0.435956120491028","0.467037290334702","-0.516520440578461","-0.556221902370453","0.48179966211319","-0.449450075626373","0.0687037706375122","-0.185371547937393","-0.401979357004166","-0.363573133945465"
"n3_78","-0.323924005031586","0.349676787853241","-0.0563042163848877","-0.0920806974172592","0.508459150791168","0.481188029050827","-0.413417011499405","-0.307009190320969","0.433089554309845","-0.367598563432693","0.457503288984299","-0.435687035322189","0.49054890871048","0.459005206823349","-0.370486438274384","0.524647116661072","-0.63788503408432","-0.0975183844566345","-0.275108009576797","-0.709344804286957","0.162235200405121","0.222393482923508","-0.34103524684906","-0.44443953037262","0.242884114384651","0.38918125629425","-0.752590537071228","0.565423846244812","0.470492601394653","-0.170621246099472","0.430708169937134","-0.166533619165421","0.50347775220871","0.522210836410522","0.487678438425064"
"n3_79","0.0585681237280369","0.0453353300690651","-0.264770448207855","-0.221591398119926","-0.419214010238647","-0.319171339273453","-0.0778160244226456","-0.275097638368607","-0.107448495924473","0.31261932849884","-0.2639479637146","0.685007929801941","-0.0823280364274979","-0.117310896515846","0.390502750873566","-0.0419645793735981","0.6072958111763","0.838086426258087","0.257783383131027","0.226735725998878","0.168088376522064","-0.147927239537239","-0.122294753789902","-0.344320893287659","0.140867426991463","0.151273608207703","0.448081016540527","-0.373974114656448","-0.0849471017718315","-0.0780735537409782","-0.0875070691108704","-0.0289541762322187","-0.342585861682892","-0.173244476318359","-0.105711936950684"
"n3_80","0.361258655786514","-0.0890437364578247","0.18719370663166","0.44966658949852","-0.104842081665993","-0.434508800506592","0.128551587462425","0.144929334521294","-0.150901943445206","0.0780558362603188","-0.42633593082428","-0.356168985366821","-0.352477490901947","-0.241182029247284","0.270891845226288","-0.378501504659653","-0.247006967663765","-0.1774832457304","-0.155246809124947","-0.26449328660965","-0.265671044588089","-0.160835012793541","0.33692455291748","0.366564929485321","-0.12716469168663","-0.39667797088623","-0.244871228933334","0.120168477296829","-0.334543973207474","0.307467609643936","-0.405529052019119","0.358591079711914","-0.390617996454239","-0.255205750465393","-0.361339539289474"
"n3_81","-0.461969286203384","0.350669175386429","-0.354967415332794","-0.19460429251194","0.294937819242477","0.105919048190117","-0.190924942493439","-0.21247598528862","0.295249491930008","-0.269570410251617","0.212053045630455","-0.639606058597565","0.303226172924042","0.346573531627655","-0.340314000844955","0.164965361356735","-0.684472978115082","-0.141951635479927","-0.192381337285042","-0.897616565227509","0.266396731138229","0.333228588104248","-0.360835790634155","-0.0605736523866653","0.149890720844269","0.425505638122559","-0.729159712791443","0.533215165138245","0.467953622341156","-0.193211495876312","0.200057744979858","-0.298704147338867","0.300899595022202","0.350228846073151","0.380779266357422"
"n3_82","-0.282919496297836","0.491722673177719","-0.0668114423751831","-0.434278905391693","0.351641118526459","0.455280244350433","-0.34972071647644","-0.164481163024902","0.310126721858978","-0.376113563776016","0.138208866119385","-0.749219179153442","0.484036564826965","0.247872933745384","-0.509183824062347","0.488820552825928","-0.507862269878387","-0.0412312261760235","-0.29698771238327","-0.69746208190918","0.504084527492523","0.207166507840157","-0.45102721452713","-0.147210702300072","0.331465482711792","0.488996416330338","-0.756954371929169","0.613061428070068","0.232398003339767","-0.410050481557846","0.465973883867264","-0.297980219125748","0.101854644715786","0.219591543078423","0.32019168138504"
"n3_83","0.636170268058777","-0.509931623935699","0.348888546228409","0.602060377597809","-0.53871488571167","-0.458706140518188","0.308664590120316","0.391409993171692","-0.520675957202911","0.21893036365509","-0.477803468704224","0.88938981294632","-0.324874550104141","-0.561672031879425","0.331266403198242","-0.625462412834167","0.489836305379868","0.220706135034561","0.619958937168121","0.595051467418671","-0.323509961366653","-0.594103813171387","0.40905624628067","0.362407624721527","-0.349849462509155","-0.360305726528168","0.882796883583069","-0.558106184005737","-0.376236438751221","0.424655228853226","-0.36051818728447","0.306163132190704","-0.401107460260391","-0.285558640956879","-0.297092169523239"
"n3_84","0.308229714632034","-0.157291889190674","-0.0538629703223705","-0.0529138371348381","-0.421876043081284","-0.18845409154892","0.393837511539459","0.208864346146584","-0.235733062028885","0.267651379108429","-0.41708168387413","0.555712282657623","-0.318056374788284","-0.386748731136322","0.608076393604279","-0.391933709383011","0.454978108406067","0.155265286564827","0.340653896331787","0.384616762399673","-0.248902842402458","-0.456889361143112","0.497133165597916","0.0784750282764435","-0.282797783613205","-0.468874454498291","0.699777603149414","-0.188109144568443","-0.591328144073486","-0.126924782991409","-0.278887897729874","0.429388880729675","-0.591144263744354","-0.195623457431793","-0.417539030313492"
"n3_85","-0.430969476699829","0.192392960190773","-0.209771394729614","-0.350388556718826","0.472102731466293","0.37086746096611","-0.271649360656738","-0.290909826755524","0.124850757420063","-0.511328339576721","0.379290878772736","-0.71010833978653","0.128740936517715","0.188738569617271","-0.418186724185944","0.397475004196167","-0.257721275091171","-0.257589399814606","-0.0727501139044762","-0.795574307441711","0.470139354467392","0.265287160873413","-0.567267954349518","-0.293083906173706","0.241358444094658","0.383048713207245","-0.831895053386688","0.492819488048553","0.42231285572052","-0.115204982459545","0.220245271921158","-0.56928825378418","0.502242207527161","0.450067400932312","0.400481313467026"
"n3_86","0.39630913734436","-0.356399446725845","0.269098401069641","0.0268656946718693","-0.386819541454315","-0.471858441829681","0.493605852127075","0.29966402053833","-0.508808851242065","0.291500568389893","-0.170148655772209","0.0223303735256195","-0.453470319509506","-0.269052654504776","0.198376953601837","-0.338596850633621","-0.320883870124817","-0.341224908828735","-0.11877329647541","0.38115394115448","-0.389745324850082","-0.42518612742424","0.462272077798843","0.158611252903938","-0.540481865406036","-0.472962319850922","0.16129457950592","-0.485519468784332","-0.389058798551559","0.288438111543655","-0.503797888755798","0.472219347953796","-0.366416126489639","-0.376440227031708","-0.326994061470032"
"n3_87","0.254819393157959","-0.240297257900238","0.317613154649734","0.270814210176468","-0.448380559682846","-0.519908785820007","0.409215807914734","0.269333153963089","-0.502262353897095","0.639816045761108","-0.629977345466614","0.457393825054169","-0.185266494750977","-0.471849650144577","0.372816294431686","-0.355347573757172","0.346016734838486","0.616795778274536","0.554450929164886","0.766674816608429","-0.351062834262848","-0.280641049146652","0.400998115539551","0.25633579492569","-0.398755341768265","-0.331732124090195","0.74469256401062","-0.69712895154953","-0.356598019599915","0.306072890758514","-0.647809088230133","0.566517233848572","-0.280775517225266","-0.407975643873215","-0.395395845174789"
