"dummy","n3_1","n3_2","n3_3","n3_4","n3_5","n3_6","n3_7","n3_8","n3_9","n3_10","n3_11","n3_12","n3_13","n3_14","n3_15","n3_16","n3_17","n3_18","n3_19","n3_20","n3_21","n3_22","n3_23","n3_24","n3_25","n3_26","n3_27","n3_28","n3_29","n3_30","n3_31","n3_32","n3_33","n3_34","n3_35","n3_36","n3_37","n3_38","n3_39","n3_40","n3_41","n3_42","n3_43","n3_44","n3_45","n3_46","n3_47","n3_48","n3_49","n3_50","n3_51","n3_52","n3_53","n3_54","n3_55","n3_56","n3_57","n3_58","n3_59","n3_60","n3_61","n3_62","n3_63","n3_64","n3_65","n3_66","n3_67","n3_68","n3_69","n3_70","n3_71","n3_72","n3_73","n3_74","n3_75","n3_76","n3_77","n3_78","n3_79","n3_80","n3_81","n3_82","n3_83","n3_84","n3_85","n3_86","n3_87","n3_88","n3_89","n3_90","n3_91","n3_92","n3_93","n3_94","n3_95","n3_96","n3_97","n3_98","n3_99","n3_100"
"n2_61","-0.038883164525032","0.00678147003054619","-0.0560109280049801","0.295531451702118","-0.0642971396446228","-0.379789590835571","0.333805054426193","0.25880840420723","0.521040737628937","0.220181316137314","-0.138093590736389","0.00107261294033378","-0.0283140018582344","-0.242561429738998","-0.0882099494338036","0.101387836039066","0.0190580897033215","0.101799532771111","0.00313674658536911","-0.217090368270874","0.273113578557968","0.110054992139339","0.0700203478336334","0.396754235029221","-0.696589350700378","0.127346485853195","0.25614607334137","0.0290944594889879","0.237781926989555","-0.218475982546806","0.045407447963953","0.430402517318726","0.0340410396456718","0.0779337957501411","-0.0740824565291405","0.279294192790985","-0.143012762069702","-0.0221143364906311","-0.0318268723785877","0.419529378414154","0.389187544584274","0.169661968946457","-0.00278221559710801","0.18615511059761","-0.0594560243189335","-0.179692834615707","0.139525637030602","-0.0560607314109802","-0.168835908174515","1.74974429607391","-0.0341922529041767","0.121443778276443","-0.0701923668384552","0.0181498154997826","0.169353768229485","0.149099782109261","0.00448381761088967","0.127692297101021","0.0216570049524307","0.0910985544323921","0.0738556906580925","-0.0510870143771172","-0.0614927336573601","0.0935150235891342","-0.185276493430138","0.0337074883282185","0.0800066962838173","0.206756606698036","0.0827786326408386","0.0728869959712029","0.262238562107086","-0.0452131778001785","0.117346554994583","-0.216139361262321","-0.0886519402265549","0.433100134134293","0.0715853050351143","-0.0973334163427353","-0.0991984605789185","0.537838518619537","-0.0767954364418983","-0.0864241868257523","0.0681152939796448","0.00892267283052206","0.0576892048120499","0.164437130093575","0.130368396639824","0.260106801986694","0.101233743131161","-0.124468304216862","0.318612307310104","0.145394891500473","0.158677458763123","0.270680278539658","0.453554391860962","0.150729238986969","-0.234218373894691","0.269579946994781","0.0469165965914726","0.0933221727609634"
"n2_62","-0.564036011695862","0.315936505794525","0.600980758666992","0.33291494846344","0.555074751377106","0.456137120723724","0.0749858096241951","0.528988778591156","1.23139345645905","0.195128604769707","-0.633124172687531","0.688559353351593","0.692228257656097","-0.235354080796242","-0.57744026184082","0.597137451171875","0.728890597820282","-0.518946886062622","-0.585537314414978","0.330089271068573","0.493933320045471","0.639218688011169","0.723101854324341","0.481815963983536","0.42572432756424","0.793035447597504","0.369233250617981","0.704148232936859","0.628054201602936","0.449786633253098","0.545674443244934","0.519008636474609","0.448945879936218","0.658545672893524","0.593453168869019","-0.856498837471008","-0.413104146718979","0.364084511995316","-0.530453324317932","0.260735511779785","0.215379863977432","0.4952352643013","0.657469511032104","0.643513798713684","0.581716179847717","-0.519262254238129","0.657706081867218","0.501449525356293","0.092362180352211","0.456447303295135","0.548262715339661","0.38186514377594","-0.539838790893555","0.483042538166046","0.691124439239502","0.584209382534027","-0.395995736122131","0.518561363220215","0.608015418052673","-0.808978736400604","0.704184770584106","0.56330394744873","-0.539603710174561","-0.601496875286102","-0.676210165023804","0.450274735689163","0.420589864253998","0.452422052621841","0.494692474603653","0.511418998241425","0.62449187040329","-0.699317455291748","0.582335889339447","-0.353188306093216","0.608270645141602","0.460009396076202","0.576184034347534","-0.495452255010605","0.579004943370819","0.445619583129883","-0.687533020973206","-0.521318197250366","0.671705365180969","0.400690317153931","-0.572104871273041","0.376797199249268","0.633005499839783","0.184910491108894","-0.690405786037445","-0.688489437103271","0.24723345041275","0.656495690345764","0.00468895444646478","0.507369875907898","0.302039086818695","-0.582237422466278","-0.532130300998688","0.424487948417664","0.429169714450836","0.672804296016693"
"n2_63","0.377784252166748","-0.199608847498894","-0.846032202243805","0.00210640765726566","-0.46490553021431","-0.62317031621933","-2.66210913658142","-0.407070577144623","-1.01661860942841","-0.552330672740936","0.588856220245361","-0.912320017814636","-0.871690392494202","-0.0790005922317505","0.663736939430237","-0.733950614929199","-0.733787298202515","0.802392542362213","0.667507290840149","-0.504605710506439","-0.40361475944519","-0.771973133087158","-1.05330634117126","-0.679551899433136","-0.653617680072784","-0.735350072383881","-3.41426396369934","-0.783289790153503","-0.365098029375076","-0.290286391973495","-0.598375856876373","0.0280145220458508","-0.600142300128937","-0.940483927726746","-0.520574450492859","-0.0496965311467648","-0.0061808773316443","-0.74630606174469","0.605259776115417","0.222073152661324","-0.0736126899719238","-0.508246541023254","-1.05736482143402","-0.817424356937408","-0.749337553977966","0.619317531585693","-0.682295024394989","-0.688462615013123","-0.346821516752243","0.650811791419983","-0.750580132007599","-0.182876989245415","0.196845546364784","-0.368181556463242","-0.857119858264923","-0.451076596975327","0.704434752464294","-1.08289051055908","-0.374378085136414","0.133355736732483","-0.640392303466797","-0.894502878189087","0.553676962852478","0.710238814353943","0.575523614883423","-0.439370512962341","-1.0228134393692","-0.722974479198456","-0.730775117874146","-0.343364119529724","-0.144402906298637","0.680761575698853","-0.434384047985077","-0.523517847061157","-0.629588544368744","-0.0476608425378799","-0.840894758701324","0.53386002779007","-0.359223186969757","-0.185863062739372","0.815305829048157","0.869838237762451","-0.579041063785553","-0.621040225028992","0.782069206237793","-0.552557408809662","-0.645436942577362","-0.168067529797554","0.723418533802032","0.707421600818634","0.108862482011318","-0.716848909854889","-0.406955659389496","-0.562709510326385","0.0421332009136677","0.677363753318787","0.0749193876981735","-0.184156656265259","-0.304546654224396","-0.621988534927368"
"n2_64","0.297458589076996","-0.360923737287521","-0.268983870744705","-0.315487086772919","-0.0385075435042381","-0.0213393270969391","-0.253067940473557","-0.344487637281418","-0.614012360572815","-0.118653200566769","0.280136674642563","-0.100800067186356","-0.298809945583344","-0.208529978990555","0.304208993911743","-0.199754416942596","-0.15162681043148","0.239810809493065","0.162926450371742","-0.179898738861084","-0.132352113723755","-0.102959759533405","-0.199443727731705","-0.0937391743063927","-0.0168391335755587","-0.211186185479164","0.102334767580032","-0.144567057490349","-0.297190845012665","-0.343152016401291","-0.0765051394701004","-0.0943222194910049","-0.177906468510628","-0.212717711925507","-0.124721482396126","-0.363695085048676","-0.289542406797409","-0.0814662277698517","0.157348647713661","-0.166994646191597","-0.274458467960358","-0.287716865539551","-0.042499840259552","-0.185653626918793","-0.069130152463913","0.143536180257797","-0.306057065725327","-0.241328611969948","-0.175355970859528","0.222108453512192","-0.0694429576396942","-0.372728854417801","0.0721486210823059","-0.209858059883118","-0.145065933465958","-0.202977687120438","0.105451412498951","-0.0406361483037472","-0.154375791549683","0.375540763139725","-0.214036390185356","-0.157152086496353","0.0991735458374023","0.212053656578064","0.0317555665969849","-0.190386533737183","-0.216329008340836","-0.234651103615761","-0.266239792108536","-0.280021458864212","-0.306355178356171","0.256253957748413","-0.310062408447266","0.152092754840851","-0.149238675832748","-0.0349590368568897","-0.135105967521667","0.0861702188849449","-0.303087472915649","-0.152785256505013","0.0190690103918314","0.290074080228806","-0.140268787741661","-0.313240468502045","0.275788635015488","-0.279030412435532","-0.149950578808784","-0.166522443294525","0.145544931292534","0.0715665444731712","-0.15789994597435","-0.0221972819417715","-0.127678617835045","-0.105686254799366","-0.0889693051576614","0.0496969446539879","-0.250530332326889","-0.163825318217278","-0.20605693757534","-0.266119718551636"
"n2_65","-0.0571657530963421","0.0221282746642828","0.125283434987068","-0.0271091051399708","0.132586196064949","-0.00325126829557121","0.168936505913734","-0.0144656170159578","-0.207821920514107","0.168652430176735","-0.0984487235546112","-0.146378770470619","0.00637230277061462","-0.0629861056804657","0.130818024277687","0.0702018663287163","0.041639156639576","-0.102219492197037","0.132085740566254","0.089151456952095","0.00937016680836678","0.0394568778574467","-0.149218887090683","0.133838459849358","0.0471644811332226","-0.112517021596432","-0.0991414934396744","-0.020756097510457","0.0730956271290779","0.146464288234711","-0.0576323345303535","0.125663325190544","0.0510094687342644","0.0333520472049713","-0.0351612009108067","0.13334709405899","-0.0188421085476875","-0.154816582798958","-0.0134855723008513","0.185571581125259","0.107802271842957","-0.160184025764465","-0.21479107439518","0.0173568874597549","0.0478536710143089","-0.128806531429291","0.0510236620903015","-0.0102177169173956","0.0463022328913212","0.0222245715558529","-0.120940431952477","0.0162708107382059","0.0759710296988487","0.134065464138985","-0.0643315985798836","-0.127637356519699","-0.08061633259058","0.017530906945467","0.180298492312431","0.13054147362709","0.0287602134048939","-0.0526020526885986","-0.0273656565696001","-0.147199138998985","-0.066788025200367","-0.0418961308896542","0.000552140816580504","-0.0882352218031883","-0.00580224394798279","0.169214352965355","-0.119802221655846","-0.0666529834270477","-0.0138441948220134","0.0113597614690661","0.0156994760036469","0.00859562307596207","-0.101680636405945","-0.0660738199949265","-0.0146699203178287","0.141016155481339","0.0795459076762199","0.12579171359539","-0.0982984974980354","-0.22400738298893","-0.139608263969421","-0.153332233428955","-0.00706557277590036","-0.0232568122446537","-0.0365864858031273","0.134693801403046","0.0608610510826111","-0.155828788876534","0.100808180868626","-0.102232314646244","0.166268199682236","-0.0197844859212637","0.0912525653839111","-0.00295133050531149","-0.0125280721113086","-0.0847072452306747"
"n2_66","0.410665094852448","-0.753173410892487","-0.743897497653961","-0.452916264533997","-0.659992873668671","0.0555849596858025","-0.454763203859329","-0.428075522184372","0.616989493370056","-0.275161683559418","0.567209184169769","-0.704972386360168","-0.668759226799011","-0.209540724754333","0.778703510761261","-0.596696496009827","-0.589771449565887","0.561388909816742","0.478823304176331","-0.399152934551239","-0.787051558494568","-0.87639981508255","-0.628238499164581","-0.565488278865814","0.109715193510056","-0.658903360366821","-0.248125731945038","-0.6438108086586","-0.53926157951355","-0.286806285381317","-0.624075174331665","-0.403930217027664","-0.472843825817108","-0.69389021396637","-0.518809199333191","-0.489168733358383","-0.554957389831543","-0.481409966945648","0.471492230892181","-0.340092390775681","-0.737972676753998","-0.528417468070984","-0.700381636619568","-0.73226261138916","-0.721366107463837","0.737339973449707","-0.681596875190735","-0.762834370136261","-0.356412172317505","0.861282646656036","-0.505748152732849","-0.46041601896286","0.664433479309082","-0.465996235609055","-0.667535483837128","-0.649464011192322","0.656522333621979","-0.823573648929596","-0.355137765407562","-0.499038696289062","-0.790962755680084","-0.797735691070557","0.491216987371445","0.434408694505692","0.587185025215149","-0.519134163856506","-0.509194016456604","-0.380924046039581","-0.474836647510529","-0.041813138872385","-0.358601629734039","0.876886606216431","-0.39005035161972","-1.25966358184814","-0.621849536895752","-0.436494469642639","-0.772439777851105","0.525493144989014","-0.403705328702927","-0.455649018287659","0.529225468635559","0.581144452095032","-0.51508229970932","-0.444225907325745","0.624418139457703","-0.494164139032364","-0.751281023025513","-0.434730529785156","0.554625689983368","0.452309012413025","-0.439610004425049","-0.740095794200897","-0.423065990209579","-0.577123284339905","-0.172344893217087","0.408853650093079","-0.51459139585495","-0.530019283294678","-0.845259249210358","-0.605465650558472"
"n2_67","-0.0249708332121372","0.120774321258068","0.0746894925832748","0.0517765954136848","-0.0817482471466064","-0.0621909610927105","0.00712617812678218","0.116142138838768","0.00705706886947155","0.0276288781315088","0.00351679953746498","0.0662799775600433","0.120808489620686","0.152108654379845","-0.0930361971259117","-0.0599586106836796","0.096458874642849","0.0972736701369286","0.14114411175251","0.0204574521631002","-0.0980271324515343","-0.0747643038630486","-0.15226899087429","0.109699986875057","0.0710650160908699","0.0136526878923178","0.0780106484889984","0.0826189443469048","-0.0351590812206268","0.000926629640161991","-0.120249979197979","0.0995723381638527","0.080970324575901","-0.0118337264284492","-0.0750085264444351","-0.00997087080031633","-0.0569143667817116","0.125229209661484","-0.057996716350317","-0.0468069352209568","-0.0441866740584373","-0.0756806209683418","-0.136396765708923","-0.0433814376592636","-0.0289795976132154","0.0298404470086098","-0.0796268433332443","-0.0570773743093014","0.0827751830220222","0.143803089857101","0.0760823637247086","-0.0894705951213837","0.0587826743721962","0.0387449786067009","0.052553404122591","-0.135690003633499","-0.00194802973419428","0.0116390334442258","0.087459109723568","0.0560355857014656","0.0521988943219185","-0.0808504000306129","-0.0825028941035271","-0.0890126973390579","0.0353933349251747","0.103927731513977","0.0223885308951139","-0.15353074669838","0.144659921526909","0.100034840404987","0.0231689065694809","0.084710955619812","0.137847527861595","-0.0762048214673996","0.130554854869843","-0.0285850651562214","-0.0752311870455742","0.00392182916402817","0.024028217419982","-0.0460801646113396","-0.0858394056558609","-0.120497137308121","-0.0744153037667274","0.0067145936191082","-0.0341741219162941","-0.0114481393247843","-0.105981186032295","0.127804458141327","0.0805143341422081","-0.028690192848444","0.130417197942734","0.0654923543334007","-0.0295469798147678","-0.0541246980428696","-0.102776348590851","-0.0393728353083134","0.0763149708509445","0.19819650053978","0.0536264665424824","0.116860628128052"
"n2_68","0.144645720720291","-0.191621705889702","-0.0533733330667019","-0.0624606236815453","-0.157887369394302","-0.122918479144573","0.102759398519993","-0.26407054066658","0.196791887283325","-0.104381658136845","-0.00774691719561815","-0.173853650689125","-0.202630251646042","0.0911191180348396","0.0471630915999413","-0.147765681147575","-0.259356468915939","0.189691230654716","0.227092161774635","-0.0334005579352379","-0.142305269837379","-0.093005396425724","-0.159246221184731","-0.165701001882553","0.0764133930206299","-0.0228543505072594","0.0875747874379158","-0.0170845296233892","-0.0653684660792351","-0.0470012798905373","-0.0599695332348347","-0.228790462017059","-0.111164353787899","-0.201545149087906","-0.107801124453545","0.28482523560524","0.0518290773034096","-0.08547592908144","0.0810973793268204","0.0492444522678852","-0.168366238474846","-0.198245614767075","-0.227378413081169","-0.271493822336197","-0.206668898463249","-0.00911894347518682","-0.121968992054462","-0.162244990468025","0.0745323672890663","0.0362598970532417","-0.205628126859665","-0.0607589520514011","0.169074147939682","-0.222437784075737","-0.150185957551003","-0.133268624544144","-0.0108508570119739","0.0193871334195137","-0.214343667030334","0.247079744935036","-0.0717644989490509","-0.152477249503136","0.162425607442856","0.00889445561915636","0.141621768474579","-0.154489576816559","-0.0279765240848064","-0.0489952489733696","-0.257956802845001","0.0893467888236046","-0.165093556046486","0.165772899985313","-0.193181768059731","-0.000511326361447573","-0.155937016010284","0.0753139033913612","-0.173580348491669","0.0252099484205246","-0.190873935818672","-0.0851796865463257","-0.0279236733913422","0.0355034545063972","-0.22975517809391","-0.112335927784443","0.112978599965572","-0.0368092469871044","-0.143197044730186","-0.0171723272651434","0.057603906840086","0.183148309588432","-0.0140852285549045","-0.155464798212051","0.0713512301445007","-0.00861234962940216","0.103902995586395","0.0477212257683277","0.1150793582201","-0.214738741517067","-0.217478811740875","0.03063939884305"
"n2_69","0.0575371943414211","-0.0143867880105972","-0.0831414386630058","-0.0141199063509703","-0.0318274796009064","0.190452486276627","-0.271987408399582","-0.0759209394454956","0.203387334942818","-0.302227914333344","0.0910485684871674","-0.109760664403439","-0.150903820991516","0.0461582876741886","0.165882349014282","-0.0213190894573927","0.0444250218570232","0.15101483464241","-0.0559417344629765","-0.0113359382376075","-0.226940825581551","0.0666966140270233","-0.208023905754089","-0.0878765434026718","0.23749004304409","-0.222266748547554","-0.139004841446877","-0.196589767932892","-0.2626031935215","-0.162281066179276","0.0439253337681293","0.503768086433411","-0.0677900761365891","-0.138513714075089","-0.0272692404687405","-0.106809228658676","-0.0674771890044212","-0.0601835139095783","-0.0835540071129799","0.210010156035423","-0.0891129299998283","0.00277398526668549","-0.00229092407971621","-0.178132966160774","-0.00391510780900717","-0.0847463458776474","-0.0274149067699909","-0.240672409534454","0.148525506258011","0.305843859910965","-0.216456651687622","0.0129843289032578","0.120091654360294","0.199427768588066","-0.190042302012444","-0.0455774143338203","0.107874654233456","-0.0840960443019867","0.0431574918329716","0.25727254152298","0.12291394174099","-0.00431552529335022","0.0574698336422443","0.0510099120438099","0.21283845603466","0.0790196508169174","-0.162730738520622","-0.00758195435628295","-0.0822030007839203","0.193936750292778","-0.255836725234985","0.122470177710056","0.024903541430831","-0.550426542758942","0.0483764261007309","0.121808722615242","0.00209543714299798","0.0820625871419907","0.331124395132065","0.018834276124835","0.146374881267548","0.0187194235622883","-0.0798923820257187","-0.0438901670277119","0.00578982289880514","-0.0563736148178577","-0.050974864512682","0.0636749267578125","0.0183879807591438","-0.0744319632649422","0.222555890679359","-0.0505788736045361","-0.329222738742828","-0.0755287855863571","0.355149656534195","0.0903185829520226","-0.0450887270271778","-0.271986663341522","-0.279180854558945","0.0746187642216682"
"n2_70","0.0758565813302994","0.000904689659364522","0.117965780198574","0.0335429720580578","-0.0971017330884933","0.0729902684688568","0.207884564995766","-0.0743130594491959","-0.162297144532204","0.0563807487487793","-0.0681351348757744","0.00173476943746209","0.0770156010985374","0.183573737740517","-0.0387379378080368","-0.103816032409668","0.0160378590226173","-0.137136921286583","0.0211384166032076","0.0728742405772209","-0.0532147213816643","-0.0109419329091907","-0.130568623542786","0.109439119696617","-0.0316411666572094","-0.160046115517616","-0.0892481654882431","-0.184923753142357","-0.0828668847680092","-0.128391847014427","0.132962390780449","-0.0319596193730831","0.0491483993828297","0.113630600273609","0.0873048380017281","0.0612997114658356","0.014150682836771","-0.0302422232925892","0.107725255191326","0.127978846430779","-0.0837982818484306","0.0853069201111794","-0.141964390873909","0.0689449906349182","0.0310991611331701","0.033862080425024","0.0472450144588947","0.0670227408409119","0.078157052397728","0.00585007341578603","-0.0675306767225266","-0.120400451123714","-0.0117017468437552","0.0812716707587242","0.0457545928657055","-0.0730594024062157","-0.121608458459377","0.0469958409667015","-0.0198598317801952","-0.0612364113330841","0.0717994123697281","-0.00418112799525261","0.00744696380570531","0.00459881545975804","-0.0765123218297958","0.0345850102603436","-0.089982695877552","0.0318576022982597","0.0264453068375587","-0.0216106828302145","0.0131727531552315","0.141032427549362","0.0474542528390884","-0.119485303759575","0.0518267527222633","0.00531641207635403","-0.0494121424853802","-0.112790279090405","0.0487928315997124","0.0911936983466148","-0.0980821326375008","0.0911281034350395","-0.108244501054287","-0.0837414711713791","-0.082237683236599","-0.0800322890281677","0.0752575099468231","-0.0372925661504269","-0.0764402151107788","0.0824121385812759","0.167821004986763","-0.177179768681526","0.033825509250164","-0.10401976108551","0.092940665781498","-0.0874981805682182","-0.12920044362545","0.0114989085122943","-0.114532127976418","-0.0318089127540588"
"n2_71","-0.19884566962719","0.259820550680161","0.212452545762062","0.0460849925875664","0.150463283061981","-0.0149875292554498","0.394547909498215","0.128125712275505","0.718637764453888","0.037693589925766","-0.116626054048538","0.226103201508522","-0.0649334043264389","0.00928001664578915","-0.142058864235878","0.105713188648224","0.0342211648821831","-0.0120970867574215","-0.00362961459904909","0.0437771417200565","0.0752563923597336","0.128844916820526","0.0930362269282341","0.100795574486256","-0.0223479960113764","0.0460214503109455","0.369215816259384","0.0381923541426659","-0.0459289215505123","0.260280311107635","0.0768107771873474","0.29070183634758","-0.0758009403944016","0.0071985786780715","0.123195320367813","0.00215870654210448","0.0417545028030872","0.0137062408030033","-0.0251409970223904","0.110685497522354","0.0859970599412918","-0.00878139957785606","0.0515813641250134","0.0849296450614929","0.042134802788496","-0.160291090607643","0.0355863347649574","0.146135225892067","0.116110667586327","0.769201159477234","0.0681300014257431","0.387819945812225","0.0200529396533966","0.152620270848274","0.232427015900612","0.100938655436039","0.0226959493011236","0.223282396793365","0.0312101263552904","-0.148030743002892","0.160542353987694","0.199573904275894","0.0258813183754683","-0.00988548155874014","0.0358443930745125","0.0723933130502701","0.252778291702271","0.15805222094059","-0.0060234060510993","0.15034294128418","0.253264546394348","-0.0473316758871078","0.141950204968452","-0.239142850041389","0.0323277115821838","0.415820151567459","0.0945098772644997","-0.159504532814026","0.0687106177210808","0.315742790699005","-0.0102529264986515","-0.106357388198376","0.218284249305725","-0.0475836843252182","-0.0947255566716194","0.169937655329704","0.0576684735715389","0.106465801596642","0.0233032666146755","-0.156037822365761","0.341565430164337","0.0329908467829227","0.122280776500702","-0.0549633987247944","0.254395127296448","-0.127268433570862","-0.186509937047958","0.134452000260353","0.24810516834259","0.037932988256216"
"n2_72","0.144394353032112","0.0477241352200508","0.035234659910202","-0.0359647497534752","-0.0934866145253181","-0.249235987663269","0.231747031211853","0.00279254675842822","-0.0347978621721268","-0.0530606098473072","-0.190488860011101","0.00886305794119835","0.086766205728054","0.22061961889267","0.0588665381073952","-0.0552562400698662","-0.160964250564575","0.0228471048176289","-0.0351912453770638","-0.100130349397659","-0.11494754254818","-0.124751284718513","-0.031618382781744","0.182842716574669","-0.0723831653594971","-0.134328603744507","-0.0803888514637947","-0.0717277377843857","0.0983279049396515","-0.0209616515785456","-0.15828637778759","0.050350908190012","0.0463662445545197","0.073943704366684","0.0900910198688507","-0.0763192996382713","-0.0803846046328545","0.127371862530708","-0.0154240382835269","0.0210239794105291","0.020231869071722","0.0143542261794209","-0.224870279431343","-0.0841125920414925","-0.0689345002174377","0.00658419961109757","0.093123160302639","-0.146271601319313","0.0945645347237587","0.126377701759338","0.0674718841910362","0.0689944252371788","-0.0491088591516018","0.0715343803167343","-0.165227085351944","-0.0392291620373726","0.165444076061249","-0.0974447354674339","0.0758272781968117","-0.179179519414902","-0.119732342660427","-0.0906376391649246","0.0450813211500645","0.0235637873411179","0.00455191219225526","0.110588788986206","-0.119091987609863","0.0271012261509895","0.0119747724384069","0.245456352829933","0.0164754390716553","0.0163897797465324","0.00554223731160164","-0.300324290990829","0.0277741048485041","0.195267930626869","0.0197577308863401","0.12278463691473","0.040583711117506","-0.036944355815649","0.0492345839738846","0.1243946403265","-0.0309261344373226","-0.123368166387081","-0.0787303224205971","0.0522118769586086","-0.0274038780480623","0.0722000598907471","0.0427971184253693","-0.000599877268541604","0.163837194442749","0.0257211308926344","0.0148310521617532","0.109190382063389","0.15892006456852","0.0945648029446602","-0.0664369985461235","0.0619885884225368","0.0728815495967865","-0.125837907195091"
"n2_73","-0.0661403238773346","-0.0300297103822231","-0.148204147815704","-0.0565220937132835","0.107318729162216","-0.196735739707947","-0.149452149868011","-0.0780301243066788","-0.536489725112915","-0.0316413901746273","0.158058196306229","0.0132852140814066","-0.104255490005016","-0.524887502193451","-0.0777172744274139","0.109726823866367","-0.0312894135713577","0.155358284711838","-0.00530715612694621","-0.0549174435436726","-0.035779632627964","-0.0695117861032486","0.00807923078536987","0.146991983056068","-0.56884640455246","-0.00405458454042673","-0.351032048463821","-0.164090067148209","0.0976815298199654","-0.274462461471558","-0.115319445729256","-0.360598176717758","-0.062615767121315","0.0350972823798656","-0.218569695949554","-1.34961593151093","-0.575287997722626","0.0468302294611931","0.0615441426634789","-0.449822992086411","-0.247660771012306","0.0575770512223244","-0.10787009447813","-0.11130977421999","-0.148608967661858","0.10282277315855","-0.210607975721359","-0.145919516682625","-0.366486072540283","-0.954239904880524","0.0227999202907085","-0.251521110534668","0.143459603190422","-0.0396359637379646","0.0244210716336966","-0.0852623283863068","0.0805908516049385","0.141786485910416","-0.270521819591522","0.0948592275381088","-0.113603211939335","-0.201430916786194","0.17771689593792","-0.0844553411006927","0.00839435961097479","-0.0672638565301895","0.109489098191261","-0.0833257958292961","-0.0668153092265129","-0.168636038899422","-0.0655258148908615","0.0241786241531372","0.0519670732319355","-0.236241310834885","-0.0693536177277565","-0.647972404956818","-0.0220573898404837","0.0569135583937168","-0.555614590644836","0.123591877520084","-0.0507828965783119","-0.101727567613125","-0.17055156826973","3.36791417794302e-05","0.0151694230735302","-0.0614076182246208","-0.208920657634735","-0.341855764389038","-0.113322861492634","0.187876328825951","-0.358228296041489","-0.136739104986191","-0.0667793601751328","-0.0813218429684639","-0.270288020372391","0.0821834057569504","-0.448967933654785","0.139651596546173","-0.113277204334736","-0.0114389061927795"
"n2_74","0.133720681071281","-0.000614092161413282","0.0247389227151871","-0.0311388745903969","0.0561932623386383","0.0122933937236667","-0.0696580484509468","-0.0633110553026199","-0.158580332994461","0.0557320043444633","-0.225905075669289","-0.150903850793839","0.0498671047389507","0.062472440302372","-0.0965474843978882","0.0488676242530346","0.0657342299818993","0.134029686450958","0.0450010150671005","0.0269652009010315","0.0243964586406946","-0.192577436566353","0.0350489392876625","-0.169799238443375","-0.0279349125921726","-0.171577513217926","-0.224679425358772","-0.196965202689171","-0.0612958110868931","-0.118008814752102","-0.144527405500412","-0.112517796456814","0.0224568992853165","0.0864904597401619","-0.0456240847706795","-0.0674512088298798","0.0414169766008854","-0.206050619482994","0.00572674488648772","0.143879950046539","0.129815816879272","-0.0524815917015076","-0.122158899903297","-0.156273290514946","-0.0177017226815224","-0.0034970820415765","-0.151935905218124","-0.119900487363338","-0.184066832065582","0.0527278855443001","0.0270448680967093","-0.0642846971750259","-0.0566937513649464","-0.0594232678413391","0.0267403963953257","-0.0499908067286015","0.0226485040038824","-0.190525084733963","-0.0257356502115726","-0.262428343296051","0.0548097901046276","0.0821338221430779","0.031199524179101","-0.0190645698457956","0.0843371227383614","-0.0945982709527016","0.0637817457318306","0.0212620925158262","-0.0495200492441654","-0.111753605306149","0.153879836201668","-0.0844651982188225","1.00130491773598e-05","-0.36564514040947","-0.0384370721876621","0.0766260251402855","-0.0515647493302822","-0.0919478759169579","-0.032913014292717","-0.0668748319149017","-0.0179318636655807","0.0288479179143906","-0.0815075114369392","0.0373030230402946","-0.0318733640015125","-0.189636379480362","0.0602850690484047","-0.0928077399730682","-0.115227654576302","-0.0592572204768658","-0.0391171500086784","-0.0586425364017487","-0.0059013576246798","0.0632553175091743","-0.0210854895412922","0.0384189151227474","-0.0295371077954769","0.0849457830190659","0.137882098555565","-0.033032201230526"
