"dummy","w4_1","w4_2","w4_3","w4_4","w4_5","w4_6","w4_7","w4_8","w4_9","w4_10","w4_11","w4_12","w4_13","w4_14","w4_15","w4_16","w4_17","w4_18","w4_19","w4_20","w4_21","w4_22","w4_23","w4_24","w4_25","w4_26","w4_27","w4_28","w4_29","w4_30","w4_31","w4_32","w4_33","w4_34","w4_35"
"w3_11","-0.252842992544174","-0.345852553844452","-0.103911817073822","-0.0411853715777397","-1.2967426776886","-0.574296772480011","0.00274513033218682","-0.426253706216812","-1.00979721546173","-0.666760563850403","0.146140679717064","0.00806132610887289","0.35007455945015","-0.00556685356423259","-0.341465562582016","-0.360894411802292","-0.164504051208496","-0.410435050725937","-0.145049855113029","-0.0869086310267448","-0.468368619680405","-0.315296083688736","0.00464851595461369","0.0505173467099667","-0.212689206004143","-0.233989030122757","-0.0553032830357552","-6.37522983551025","0.0296485517174006","0.123567312955856","0.109366692602634","-1.17868733406067","0.102181680500507","-0.185616374015808","-0.85187691450119"
"w3_12","1.47860515117645","-2.09061741828918","3.07930374145508","-10.0143013000488","-0.168419852852821","0.600314319133759","-0.0699056833982468","0.170822530984879","2.65255737304688","3.39637184143066","-6.29445266723633","-4.66676235198975","-1.51801407337189","0.300263345241547","-2.4072961807251","-0.345811367034912","-0.952980697154999","0.907539486885071","-0.872835218906403","-3.60763025283813","2.41800260543823","3.04673528671265","-0.55038583278656","-7.45744180679321","0.748865962028503","-2.00163531303406","-0.51065319776535","-0.634415090084076","-0.538545846939087","-0.323345959186554","0.721228659152985","-2.08622121810913","-1.33788275718689","0.1641845703125","0.12401220947504"
"w3_13","-0.324519604444504","-0.713344871997833","-0.785695970058441","0.609276592731476","0.371739119291306","-0.901143193244934","0.533414602279663","-2.46249938011169","-0.334302544593811","-0.370181679725647","-0.249752342700958","-8.71845149993896","-0.793306291103363","-0.971838772296906","-1.74745404720306","-0.18998509645462","-0.843498468399048","-0.108240686357021","-0.804096698760986","-1.08994269371033","0.0842137932777405","0.0297386329621077","-3.2424578666687","-0.0918895900249481","-0.374407351016998","0.55998158454895","-0.483688682317734","1.29981684684753","-3.13403391838074","-0.0419063381850719","-0.114452369511127","0.00677095772698522","0.27397421002388","0.324621707201004","0.495098978281021"
"w3_14","0.332381278276443","-0.158121556043625","0.218781054019928","0.227370515465736","-0.163667276501656","-0.051404882222414","0.410545617341995","0.36629131436348","0.503433704376221","-4.63173389434814","-0.0806676670908928","0.462409973144531","-0.0925772115588188","0.11788471788168","0.464180469512939","0.198395177721977","-0.299401074647903","0.127120316028595","-0.0286285132169724","-0.0177302099764347","0.627261996269226","-6.4404559135437","-0.13165482878685","-0.0141894407570362","0.247011840343475","0.804719030857086","-1.38847482204437","0.725698471069336","0.422706574201584","-0.209847047924995","0.283320665359497","-0.721057772636414","-0.285356402397156","0.0780158042907715","0.0215162541717291"
"w3_15","-1.11584365367889","-0.156425565481186","-1.14739048480988","-0.767796695232391","-0.302473127841949","-1.62267875671387","-0.936513602733612","-0.0293224323540926","-1.10298144817352","-0.650807499885559","-0.330938994884491","-8.40497589111328","-0.363310754299164","-1.66110336780548","-1.53570067882538","0.133881792426109","-0.370400369167328","-0.773495733737946","0.285293936729431","0.0128736207261682","-0.601266801357269","0.224604770541191","-0.853754341602325","0.0417729616165161","-1.13436055183411","-0.494350701570511","-0.642381966114044","-1.97080659866333","0.71324223279953","0.182372227311134","-1.31248080730438","-0.158858507871628","0.00607483042404056","-0.34185379743576","-0.750667572021484"
"w3_16","-3.79986500740051","-0.956956624984741","1.14075529575348","-1.05423891544342","-0.243023425340652","-0.0488817729055882","0.600003838539124","1.39333987236023","0.509896397590637","0.382707506418228","0.103379234671593","0.887203335762024","-0.158029526472092","0.493515938520432","-0.546230673789978","-1.42606401443481","1.12270557880402","-0.707091748714447","1.63877761363983","0.410048753023148","-0.516648709774017","2.24786806106567","0.42938044667244","-0.0556814670562744","0.495912283658981","-1.33354699611664","1.82927060127258","-0.0762306675314903","0.549715936183929","0.271330982446671","0.156011134386063","0.767979919910431","3.1592390537262","-0.024250078946352","-0.00677289441227913"
"w3_17","0.275335133075714","-0.222440615296364","-0.0766272768378258","-0.518391668796539","0.333819985389709","0.359008133411407","-0.868973851203918","-1.1634019613266","1.68703401088715","0.599977672100067","0.00929292198270559","0.00404252437874675","-0.138686403632164","1.11367344856262","0.177913457155228","-1.23335659503937","-0.377029478549957","-0.546294629573822","0.418284803628922","-0.203487068414688","-0.496150732040405","0.22649011015892","0.632624089717865","-0.746079623699188","-1.18705630302429","1.04448044300079","-1.51852190494537","0.508288562297821","-0.0819235593080521","-0.428342938423157","0.24033060669899","-0.809853672981262","-0.1688062697649","-0.146360456943512","-0.319735258817673"
"w3_18","0.202247053384781","0.145875379443169","0.0387008599936962","0.483696430921555","0.262374579906464","0.244810312986374","-0.823845267295837","0.0639725252985954","-0.0895658805966377","-0.235456421971321","0.261173844337463","0.13595487177372","0.218113973736763","0.681554198265076","-0.375000417232513","-0.394931554794312","0.228967532515526","-0.165562123060226","0.291081994771957","-0.0788366869091988","-0.166040614247322","-0.275454819202423","0.338246464729309","0.196962952613831","-0.0847011283040047","-0.966133177280426","-1.22375392913818","-0.137870416045189","0.11420002579689","0.36181166768074","0.27210059762001","0.0735764130949974","0.164268210530281","0.158262461423874","0.225974157452583"
"w3_19","0.343419790267944","0.0914802178740501","-0.132650718092918","-0.106541380286217","0.323224276304245","0.610379159450531","0.537500977516174","0.936909317970276","-0.762702345848083","0.0359839349985123","0.0990589931607246","0.130106300115585","-0.0685033202171326","0.508035361766815","0.420521199703217","0.393211245536804","-0.600279569625854","0.63740873336792","0.0812492296099663","-0.320231825113297","-1.61186826229095","0.751179337501526","0.00674962578341365","0.174370378255844","0.761633217334747","0.311264455318451","-2.58002710342407","0.439919531345367","-0.0479010678827763","-0.11492320895195","-0.15386201441288","-0.796725928783417","-0.642463326454163","0.313395828008652","0.744660079479218"
"w3_20","0.241983860731125","0.0589979812502861","0.34025651216507","0.780001580715179","-0.371593445539474","-0.0760203525424004","0.474893450737","0.138354554772377","0.191782996058464","-4.03911972045898","-0.420775234699249","-0.112181894481182","0.105793289840221","-0.345901846885681","0.331483840942383","0.723401963710785","-0.978576481342316","-0.0225884355604649","0.32907634973526","0.28033983707428","0.534648895263672","-2.76572251319885","-0.344674348831177","-0.108710460364819","0.298882842063904","-0.0613065622746944","0.293463528156281","-1.70529317855835","0.41681233048439","0.0338279604911804","-0.26933953166008","-0.557472348213196","-0.165265798568726","-0.207561641931534","0.339762777090073"
"w3_21","0.660746395587921","-8.37490844726562","-1.59078133106232","-0.0321219451725483","-1.06377518177032","-2.79954934120178","-0.41240781545639","-0.209489747881889","-0.0593294948339462","-2.47366237640381","-0.0844066292047501","-0.0706337168812752","0.0428152456879616","-0.246050477027893","-1.32164967060089","-0.0841977298259735","-1.55313050746918","-0.187272995710373","0.00195196887943894","0.0231982972472906","-0.208242207765579","0.116191044449806","-2.53317666053772","-0.0400789491832256","-1.30802357196808","-1.45444273948669","-1.84951865673065","-1.22565937042236","-0.0836825147271156","-0.144842252135277","-0.363830655813217","-0.75223433971405","-1.66552627086639","-1.17998945713043","-1.59443318843842"
"w3_22","-0.330147922039032","0.136455282568932","-4.02852964401245","-1.98761057853699","-0.714444279670715","-1.25142300128937","0.125320613384247","-0.288194298744202","0.066700279712677","-0.12508425116539","0.17325647175312","-0.0359845347702503","0.506262600421906","0.26127877831459","0.148746713995934","-0.0805510357022285","-0.287438333034515","-0.529621362686157","0.0671172067523003","-0.311744838953018","-2.18859314918518","0.244344606995583","-0.427703708410263","0.198933377861977","-0.305830299854279","-1.96411859989166","0.590936124324799","-0.978702127933502","-0.381915807723999","-0.179119765758514","-0.198851585388184","-0.424902111291885","0.0251341573894024","0.164764508605003","-0.997801065444946"
"w3_23","0.846594750881195","0.362885236740112","0.788110136985779","-0.469530165195465","0.459761679172516","0.887940049171448","0.896214544773102","-0.235661774873734","0.940149426460266","0.479260683059692","0.147592544555664","-0.0937674790620804","0.724230349063873","-0.44615712761879","0.460952162742615","-0.496786773204803","-0.13712078332901","0.705247700214386","-0.544484257698059","0.171376869082451","0.228680476546288","0.225357696413994","0.682228326797485","0.456772446632385","-0.764641523361206","1.23734736442566","1.32218360900879","0.754914581775665","0.193634256720543","0.44315505027771","-0.0436000265181065","1.17021369934082","-0.288615167140961","-0.0252737887203693","0.0555099248886108"
"w3_24","-0.233848944306374","-0.144310116767883","-0.176178887486458","-1.18422520160675","-0.795044720172882","-1.52359616756439","-0.250135093927383","-0.599692702293396","-1.0313606262207","0.677510142326355","0.143919453024864","-0.130412831902504","-0.0689480006694794","0.119228571653366","-0.174357235431671","0.375832855701447","-0.250459879636765","-1.04872190952301","0.453449338674545","-0.0912563651800156","-2.63735389709473","0.118153788149357","0.0186977833509445","0.287251502275467","-0.593024015426636","-0.816856563091278","0.574967205524445","-1.94897365570068","-0.116824299097061","0.389149904251099","-0.120383195579052","-0.0395411811769009","0.144531458616257","-0.101858332753181","0.0892677456140518"
"w3_25","2.1785364151001","-1.33339405059814","-0.925493896007538","-0.637607395648956","-0.119919121265411","0.893589973449707","2.2658326625824","-0.922525703907013","-0.440130591392517","1.47647988796234","-0.43818187713623","-3.26558589935303","-0.149026557803154","0.842500984668732","0.283819198608398","-1.10811972618103","0.498099207878113","0.807258069515228","-1.24706411361694","-0.779927253723145","2.18936657905579","4.18960094451904","-0.743211567401886","-0.172372356057167","0.307567983865738","-0.570713400840759","-2.23964691162109","-5.49305534362793","-1.38861775398254","-0.769381999969482","-0.124318033456802","-3.34763169288635","-4.71723461151123","0.028846962377429","-0.301376670598984"
"w3_26","0.165066882967949","-0.288579732179642","0.0392767414450645","0.268102139234543","0.427929222583771","0.633054554462433","-0.141405209898949","0.460301846265793","-1.18322920799255","-7.42664432525635","0.0132023394107819","0.00606456352397799","-0.0939757600426674","0.0235247928649187","0.326606959104538","0.300695449113846","-0.225280672311783","0.384285062551498","0.0364857092499733","-0.224603697657585","0.307543516159058","-0.992872416973114","0.46947193145752","-0.0358358845114708","-0.0268431603908539","0.40985980629921","0.462601661682129","-0.622094511985779","-0.0195929389446974","-0.102092184126377","0.0362489074468613","0.0158039927482605","-0.294865787029266","0.0181041955947876","-0.563330769538879"
"w3_27","-0.500596106052399","0.392869234085083","-0.228240787982941","-1.39841735363007","-0.612526416778564","-0.556596696376801","-0.829440414905548","-1.15980339050293","-1.20761299133301","0.0188244637101889","0.173948958516121","0.0756302252411842","0.550285756587982","-0.769832074642181","-2.26569581031799","-0.215709909796715","-0.17738188803196","-0.768559396266937","0.302114218473434","0.753153443336487","0.52480274438858","0.320711642503738","-0.246680334210396","0.0295264106243849","-0.832549631595612","-0.5484978556633","-0.868088960647583","-1.63272893428802","0.03020847029984","0.273586392402649","0.181332781910896","0.0508726537227631","-0.449372202157974","-0.349666327238083","-0.194061607122421"
"w3_28","-1.42888391017914","-0.068792998790741","-0.636906325817108","-0.392629116773605","-0.482589840888977","-0.47174546122551","-0.452945441007614","-0.519212365150452","-0.622904062271118","-0.292193293571472","0.20499986410141","0.0415768399834633","-0.443966418504715","-0.251391470432281","-0.227131202816963","-0.295350223779678","0.303638964891434","-0.897408306598663","0.301892042160034","0.153604447841644","-0.873057782649994","0.0714198723435402","-0.3109090924263","0.747860848903656","-0.756981611251831","-1.54516875743866","0.0687625631690025","-0.473277688026428","-0.215360522270203","-0.167429238557816","0.580157577991486","-5.14391708374023","-3.01310300827026","0.319571048021317","0.798731684684753"
"w3_29","-3.74573540687561","-0.625911235809326","0.12004990875721","0.825809180736542","-0.256388455629349","-0.578934848308563","0.858124792575836","0.647672235965729","-5.41776323318481","-0.262437075376511","-0.33893758058548","0.874195158481598","-0.438847929239273","0.239851132035255","1.13374578952789","-0.268316060304642","-2.45644950866699","-0.0415992215275764","-0.336987406015396","1.01867735385895","1.02962160110474","0.449461132287979","0.786077976226807","-0.25456228852272","0.666561782360077","1.28796207904816","1.8415230512619","1.63849472999573","0.238590270280838","-0.52728545665741","-0.280436903238297","0.280681371688843","1.91332602500916","-0.751668334007263","0.367461681365967"
"w3_30","-3.99557685852051","-0.507713913917542","-0.118198484182358","0.00594526482746005","-0.184603035449982","-0.587786614894867","0.34941765666008","0.557282984256744","2.32187461853027","0.600046813488007","0.0430968701839447","0.087263323366642","0.183920010924339","0.294914901256561","0.516807496547699","-0.059761181473732","-9.4195671081543","0.327503055334091","-0.0625253245234489","-0.213032588362694","0.316450983285904","0.262214660644531","-0.0335250720381737","-0.0647751018404961","0.605810761451721","0.48061266541481","1.56597280502319","0.0411490239202976","0.125271841883659","0.0893061310052872","0.645910143852234","1.38057661056519","-2.72879910469055","0.452583879232407","-1.69336020946503"
"w3_31","-2.53895688056946","0.152525201439857","0.120607756078243","0.20122517645359","0.0619208328425884","0.25649693608284","-0.732647001743317","0.205071941018105","0.156318753957748","-0.0967423096299171","0.220068126916885","-0.1272242218256","0.145889490842819","0.106209799647331","0.193258598446846","0.117413640022278","-1.01267611980438","0.0908275097608566","-0.475638180971146","0.103679344058037","0.347274303436279","0.20838075876236","0.418846845626831","-0.162621423602104","0.0683285370469093","0.145974591374397","0.38196924328804","0.507353067398071","0.116752244532108","-0.137879759073257","0.139781385660172","-0.0290611796081066","-1.25310456752777","0.161637336015701","-0.18691848218441"
"w3_32","0.0486685298383236","-0.152287349104881","0.0708172023296356","0.256024181842804","-0.0828138887882233","0.267465591430664","0.571663975715637","0.711395800113678","-0.522920906543732","-0.690815448760986","-0.127245083451271","0.289747893810272","-0.0299445893615484","-0.299455493688583","0.902484238147736","-0.0546514764428139","0.547000348567963","0.384339869022369","0.0823404416441917","0.0777165666222572","0.720463335514069","-4.14281558990479","0.277519762516022","-0.000935694493819028","-0.0848162472248077","0.535193860530853","0.67948454618454","0.913482487201691","-0.141855105757713","0.403734147548676","0.0135677671059966","-1.7316859960556","0.711798369884491","-0.0297553651034832","0.209005266427994"
"w3_33","-5.60430479049683","0.0551035776734352","-1.54102146625519","-1.03578436374664","0.233533009886742","-1.48420286178589","-0.858055830001831","-2.33537459373474","-0.870430111885071","-2.90143275260925","-1.19028174877167","-10.2067823410034","-1.76034510135651","-0.0393484272062778","-1.06612956523895","-0.931353449821472","0.0324026271700859","-0.933011472225189","-0.077340379357338","-2.34844756126404","-2.21780467033386","1.07535398006439","-0.169423848390579","-0.604023337364197","-1.07487404346466","0.526887774467468","-0.988602161407471","-3.95984935760498","-0.792056202888489","-0.541569709777832","0.0565851740539074","-0.427534699440002","0.0995768457651138","0.316158413887024","-0.114481784403324"
"w3_34","0.0219930987805128","0.829746782779694","0.293501228094101","1.56609404087067","0.318877577781677","2.42571496963501","2.4821834564209","2.0220901966095","1.55211710929871","0.949099600315094","0.881690621376038","1.01122605800629","-0.163190260529518","-0.291562110185623","1.63164126873016","0.962615311145782","0.210667505860329","1.82065379619598","-0.54866236448288","-0.143466278910637","0.700166702270508","0.941010177135468","0.41886767745018","-0.0717092975974083","1.50757539272308","3.04097199440002","-1.14218246936798","4.0402946472168","0.0189540050923824","0.295626193284988","0.175386294722557","2.42269849777222","1.86836862564087","-0.111956618726254","0.0703299790620804"
"w3_35","2.18069243431091","0.529089570045471","-0.221209228038788","1.02783155441284","0.544644296169281","-1.85282492637634","0.195787191390991","0.123865187168121","0.192930489778519","-0.269734740257263","-0.902733385562897","0.43341338634491","-0.44854861497879","-0.484639406204224","0.754902422428131","-0.150094732642174","-1.05211663246155","0.845036864280701","-0.110027134418488","0.380590915679932","-2.70385432243347","0.822193026542664","-0.244101509451866","0.178982242941856","0.615206778049469","0.902043759822845","-4.9915566444397","1.33303225040436","-0.111026555299759","0.129473477602005","0.220387741923332","-0.227065414190292","-0.36600250005722","-0.290277868509293","0.678583025932312"
"w3_36","2.27719378471375","-0.480200886726379","-0.00234850333072245","0.733087718486786","0.989100992679596","-3.94190073013306","0.884277164936066","0.548119783401489","-0.559154212474823","-0.833904266357422","0.483428180217743","-0.158015012741089","-0.0889331698417664","0.743582189083099","-0.114386178553104","0.112850226461887","-0.0688696652650833","1.12522780895233","-0.29387840628624","0.220890566706657","-1.33441174030304","-0.384720832109451","-0.708083510398865","0.138067319989204","0.964790105819702","0.238986805081367","-1.32854092121124","1.50874316692352","0.0126490825787187","-0.283198267221451","-0.130283802747726","-4.25491380691528","0.299049735069275","-0.39838895201683","0.73730593919754"
"w3_37","0.598111689090729","0.0828262716531754","0.0488037392497063","-0.368944883346558","-0.0200360808521509","-0.582611858844757","0.156167075037956","0.112669244408607","-0.355367630720139","-0.126220762729645","-0.139818385243416","-0.143969178199768","0.106738388538361","0.0985022857785225","-0.953948140144348","0.201243281364441","-0.309246897697449","0.149573728442192","0.124926581978798","-0.214149460196495","-0.104600466787815","0.0610855259001255","-0.827614545822144","0.100793287158012","-0.648140847682953","-1.00729179382324","-0.566966652870178","-2.34774422645569","-0.574637770652771","0.131455481052399","0.0536481328308582","-0.241830796003342","-0.282392859458923","-0.316084623336792","-0.816610872745514"
"w3_38","-3.69916200637817","-0.821212589740753","-0.35317325592041","-1.28509068489075","-1.88270342350006","-3.04542827606201","-0.336169451475143","-0.501719057559967","-2.37124180793762","0.205789551138878","0.165265157818794","-0.333499073982239","0.578759253025055","-0.085171602666378","0.0595111139118671","1.45980536937714","0.0346252806484699","0.0165487863123417","-0.972023248672485","0.0875056907534599","-3.43295311927795","0.313824892044067","0.338193029165268","0.408720225095749","-0.441729128360748","0.0103097837418318","-1.97005307674408","-1.49187338352203","0.00525084510445595","-0.60280179977417","0.43386897444725","-0.111911199986935","0.122210040688515","-0.163607090711594","0.94458943605423"
"w3_39","0.945935785770416","0.581349074840546","0.0146762020885944","-0.465802013874054","-0.620392203330994","-1.56937849521637","-0.477528184652328","-0.686120688915253","-5.44754981994629","0.0666428357362747","0.0713368430733681","0.630592584609985","-0.366057455539703","-1.08805012702942","0.00338381109759212","-1.21172094345093","0.331649839878082","-0.177016422152519","0.552360951900482","-0.123141013085842","-0.0538582615554333","1.351970911026","0.177048772573471","-0.290790945291519","-0.211994379758835","0.0560205057263374","-0.481229484081268","-0.551480054855347","0.65203994512558","0.0416485853493214","0.10030110925436","0.407534629106522","-6.4994854927063","-0.539734423160553","0.696923851966858"
"w3_40","-4.59064102172852","0.641421973705292","-3.82271361351013","-4.57969665527344","-1.0503249168396","0.829871594905853","-0.852755069732666","-0.118500202894211","-0.399510324001312","0.747835278511047","-0.199234500527382","-0.971307158470154","0.0547061897814274","-2.41472363471985","-1.03027498722076","-5.35094928741455","-1.58835923671722","-2.15184164047241","-1.39779829978943","-0.536907196044922","-2.04994440078735","-1.56166553497314","-1.187375664711","-0.708860278129578","-0.928502023220062","-12.2067699432373","-3.09581995010376","-9.95497226715088","1.14007985591888","-0.0113069349899888","-0.526635646820068","-7.29454755783081","-3.18429780006409","0.45111209154129","-0.0288608726114035"
"w3_41","1.38491344451904","0.0949883982539177","-0.558637678623199","-6.3022027015686","-0.202635422348976","-0.984440922737122","5.2668719291687","4.81938695907593","0.105771154165268","-0.30774974822998","-11.3540573120117","-9.92333602905273","-0.529743194580078","-0.0372912287712097","-3.55395483970642","-10.7070980072021","0.116317689418793","-6.40926647186279","-0.0429634191095829","-10.2963819503784","-4.51430606842041","3.74686408042908","-0.363282382488251","-10.9521760940552","2.42681765556335","1.05306088924408","-5.04866313934326","-3.90990591049194","-5.82538938522339","-0.141110241413116","0.290950328111649","-0.961343765258789","1.1125180721283","-0.232312694191933","0.0278568584471941"
"w3_42","1.27640044689178","0.257195264101028","0.669340074062347","0.0253938417881727","0.0820185244083405","0.29851245880127","1.55724930763245","0.996934115886688","1.64200758934021","1.74327516555786","0.726122915744781","0.952630758285522","-0.198732703924179","0.919070422649384","0.56840842962265","0.29744216799736","0.69927316904068","0.396569132804871","-0.634511411190033","-0.184939533472061","-0.00668877083808184","1.74922299385071","0.217485174536705","0.0698725581169128","0.560765087604523","0.514150142669678","0.763810276985168","0.542774260044098","0.258753567934036","0.0129840867593884","0.160259947180748","1.35119593143463","1.37757885456085","0.0976210385560989","0.0248452071100473"
"w3_43","1.79820275306702","-0.334700524806976","0.16004766523838","0.0454739332199097","0.960038781166077","1.58184933662415","0.578017055988312","0.275995224714279","-2.15715789794922","0.711883068084717","-0.161050602793694","0.26983180642128","0.802580595016479","-0.269134312868118","0.493863970041275","0.705091536045074","0.676655173301697","0.659620642662048","-0.360932976007462","-0.0887452661991119","0.929508090019226","-0.328390836715698","-0.545388102531433","-0.19634997844696","0.934327661991119","0.0525655932724476","1.46536433696747","2.38479995727539","0.295926302671432","-0.315701961517334","-0.532474637031555","3.18737149238586","-1.17045402526855","0.607406318187714","0.299005717039108"
