"dummy","b1"
"w1_1","-0.0125151919201016"
"w1_2","-1.61598980426788"
"w1_3","-0.816165924072266"
"w1_4","-0.0417330972850323"
"w1_5","-0.00673860311508179"
"w1_6","-0.757121443748474"
"w1_7","-1.99955761432648"
"w1_8","-1.23817324638367"
"w1_9","-1.52949452400208"
"w1_10","-2.79404520988464"
"w1_11","-2.07744669914246"
"w1_12","0.00259510683827102"
"w1_13","-0.0057554985396564"
"w1_14","-2.29990744590759"
"w1_15","-1.32719612121582"
"w1_16","-0.332637429237366"
"w1_17","0.304016083478928"
"w1_18","-1.49417650699615"
"w1_19","-0.00941341929137707"
"w1_20","-1.91063666343689"
"w1_21","-2.06097984313965"
"w1_22","-1.89995324611664"
"w1_23","-1.60023891925812"
"w1_24","-0.0280296932905912"
"w1_25","1.64080309867859"
"w1_26","-1.47152757644653"
"w1_27","-0.00953626353293657"
"w1_28","-1.14797496795654"
"w1_29","1.33310234546661"
"w1_30","0.000452343374490738"
"w1_31","0.0225093234330416"
"w1_32","-0.891141653060913"
"w1_33","0.0175447538495064"
"w1_34","0.00409361906349659"
"w1_35","-1.12705409526825"
"w1_36","-0.0389044843614101"
"w1_37","-1.47172009944916"
"w1_38","-0.0249288082122803"
"w1_39","-0.0197887644171715"
"w1_40","-1.78106212615967"
"w1_41","-0.00149191310629249"
"w1_42","0.735305607318878"
"w1_43","-0.942030966281891"
"w1_44","0.00576996430754662"
"w1_45","-0.889098227024078"
"w1_46","0.0128061389550567"
"w1_47","-2.7012894153595"
"w1_48","-1.6906818151474"
"w1_49","-0.265935450792313"
"w1_50","-0.992206215858459"
"w1_51","0.00354249682277441"
"w1_52","-0.703043520450592"
"w1_53","-2.02596259117126"
"w1_54","-1.45843279361725"
"w1_55","-0.00381603324785829"
"w1_56","-2.45912933349609"
"w1_57","-1.36508095264435"
"w1_58","0.0812485963106155"
"w1_59","-1.10240256786346"
"w1_60","-0.345791608095169"
"w1_61","-2.78714084625244"
"w1_62","-1.81264519691467"
"w1_63","-2.68784499168396"
"w1_64","-2.45417904853821"
"w1_65","-1.4288809299469"
"w1_66","-1.14891076087952"
"w1_67","-2.66112685203552"
"w1_68","-0.870448589324951"
"w1_69","0.0723564326763153"
"w1_70","-0.00632432941347361"
"w1_71","0.972196161746979"
"w1_72","-0.000302507891319692"
"w1_73","-1.24924969673157"
"w1_74","1.86660611629486"
"w1_75","-2.15885543823242"
"w1_76","-1.39934170246124"
"w1_77","-2.53741145133972"
"w1_78","1.38516569137573"
"w1_79","0.00439361063763499"
"w1_80","-1.60536456108093"
"w1_81","0.0243757404386997"
"w1_82","-0.568880796432495"
"w1_83","0.604415118694305"
"w1_84","-0.0306454040110111"
"w1_85","0.565984964370728"
"w1_86","-0.933022379875183"
"w1_87","-1.12354052066803"
"w1_88","0.0150876976549625"
"w1_89","-0.00963957328349352"
"w1_90","0.0358842276036739"
"w1_91","0.00132657424546778"
"w1_92","-2.51501202583313"
"w1_93","-1.52925193309784"
"w1_94","-2.51193809509277"
"w1_95","0.0169929675757885"
"w1_96","-0.00628953659906983"
"w1_97","1.12862920761108"
"w1_98","0.0151187796145678"
"w1_99","-0.0189343374222517"
"w1_100","-0.029769416898489"
"w1_101","-0.565114736557007"
"w1_102","-0.0131949707865715"
"w1_103","-2.13496732711792"
"w1_104","0.92463093996048"
"w1_105","-0.000448039034381509"
"w1_106","-2.03244614601135"
"w1_107","1.76393210887909"
"w1_108","0.0228699911385775"
"w1_109","0.0276245642453432"
"w1_110","-0.00902017764747143"
"w1_111","0.0114972312003374"
"w1_112","-2.19934678077698"
"w1_113","-2.52378034591675"
"w1_114","-0.0213640425354242"
"w1_115","0.0154189234599471"
"w1_116","-0.333373516798019"
"w1_117","-0.942716479301453"
"w1_118","-1.77859055995941"
"w1_119","-1.34342396259308"
"w1_120","0.000390582601539791"
"w1_121","-1.56106173992157"
"w1_122","0.00643548835068941"
"w1_123","0.0189604442566633"
"w1_124","0.0136211337521672"
"w1_125","0.0174468159675598"
"w1_126","-0.626981914043427"
"w1_127","-0.759482324123383"
"w1_128","-0.808282971382141"
"w1_129","0.0189968124032021"
"w1_130","0.422940820455551"
"w1_131","0.762874901294708"
"w1_132","-0.0242342669516802"
"w1_133","-0.00122770527377725"
"w1_134","-0.0283008124679327"
"w1_135","-0.945224463939667"
"w1_136","0.221236258745193"
"w1_137","2.10496950149536"
"w1_138","-0.000390700530260801"
"w1_139","0.00925207510590553"
"w1_140","0.0242374017834663"
"w1_141","-0.705632150173187"
"w1_142","-2.67073559761047"
"w1_143","-1.98108744621277"
"w1_144","0.00160365109331906"
"w1_145","1.30472886562347"
"w1_146","-0.451462090015411"
"w1_147","-0.874822735786438"
"w1_148","-0.0280924625694752"
"w1_149","0.00303526455536485"
"w1_150","0.00505717843770981"
"w1_151","1.5145298242569"
"w1_152","-0.0106259789317846"
"w1_153","-2.18124413490295"
"w1_154","0.22502101957798"
"w1_155","-1.87514138221741"
"w1_156","0.116203397512436"
"w1_157","-0.873092770576477"
"w1_158","-1.34477806091309"
"w1_159","0.00904866028577089"
"w1_160","-0.00992131885141134"
"w1_161","0.915389776229858"
"w1_162","-1.65781164169312"
"w1_163","-3.30710625648499"
"w1_164","-2.08031010627747"
"w1_165","-0.0212274398654699"
"w1_166","-0.0132123241201043"
"w1_167","-0.56660395860672"
"w1_168","-1.86381804943085"
"w1_169","-0.787319839000702"
"w1_170","0.00137415854260325"
"w1_171","-0.00411956571042538"
"w1_172","-0.00609627924859524"
"w1_173","1.05016934871674"
