"dummy","b1"
"w1_174","0.0148624982684851"
"w1_175","-2.15832686424255"
"w1_176","0.336736887693405"
"w1_177","-2.51691389083862"
"w1_178","-0.133103311061859"
"w1_179","1.68502378463745"
"w1_180","-0.416974991559982"
"w1_181","-0.00523608317598701"
"w1_182","0.182389765977859"
"w1_183","0.0154551537707448"
"w1_184","-0.298639059066772"
"w1_185","-0.265976965427399"
"w1_186","-0.0122763570398092"
"w1_187","-1.33788084983826"
"w1_188","0.329092353582382"
"w1_189","-0.383793234825134"
"w1_190","0.216650292277336"
"w1_191","0.82153308391571"
"w1_192","1.44801938533783"
"w1_193","-1.16328489780426"
"w1_194","-1.29089093208313"
"w1_195","-1.24973261356354"
"w1_196","-1.48934578895569"
"w1_197","-1.19628882408142"
"w1_198","-0.00941800698637962"
"w1_199","-0.918378174304962"
"w1_200","0.177243128418922"
"w1_201","-0.00460603833198547"
"w1_202","-1.01138234138489"
"w1_203","0.0113014206290245"
"w1_204","1.23892259597778"
"w1_205","0.00167599285487086"
"w1_206","0.0171656850725412"
"w1_207","0.408617287874222"
"w1_208","-0.0269320476800203"
"w1_209","-0.0016505018575117"
"w1_210","-0.700608491897583"
"w1_211","0.0124095054343343"
"w1_212","-0.502071440219879"
"w1_213","-0.0188147276639938"
"w1_214","0.00750610418617725"
"w1_215","-0.0124871404841542"
"w1_216","-1.73684918880463"
"w1_217","-0.0146782910451293"
"w1_218","0.0214773006737232"
"w1_219","-1.8587064743042"
"w1_220","-0.00394754623994231"
"w1_221","-0.972588777542114"
"w1_222","-0.0129053108394146"
"w1_223","-0.0038150935433805"
"w1_224","-0.00368228065781295"
"w1_225","0.00358272204175591"
"w1_226","-0.947068572044373"
"w1_227","2.303297996521"
"w1_228","-0.0346737392246723"
"w1_229","-0.0233211610466242"
"w1_230","1.29432368278503"
"w1_231","-1.07052111625671"
"w1_232","0.498144507408142"
"w1_233","0.0202209521085024"
"w1_234","0.0102142905816436"
"w1_235","0.0121571999043226"
"w1_236","-0.00621090782806277"
"w1_237","2.02770042419434"
"w1_238","-2.07587552070618"
"w1_239","-0.0135595584288239"
"w1_240","0.140883460640907"
"w1_241","0.00588904041796923"
"w1_242","-1.92404878139496"
"w1_243","-1.29562401771545"
"w1_244","-1.56311500072479"
"w1_245","-2.23553466796875"
"w1_246","0.0129342833533883"
"w1_247","0.799314796924591"
"w1_248","-1.10074841976166"
"w1_249","-0.0284600183367729"
"w1_250","-3.00815892219543"
"w1_251","1.96220088005066"
"w1_252","-0.00128325121477246"
"w1_253","-0.488574922084808"
"w1_254","-0.0097651407122612"
"w1_255","-0.0144734121859074"
"w1_256","-1.94926345348358"
"w1_257","-2.07275938987732"
"w1_258","1.00620317459106"
"w1_259","-2.2634220123291"
"w1_260","0.35889345407486"
"w1_261","-0.0113357119262218"
"w1_262","0.00421368191018701"
"w1_263","-1.7916179895401"
"w1_264","1.80212891101837"
"w1_265","-0.00480774790048599"
"w1_266","0.00599988736212254"
"w1_267","-0.593084514141083"
"w1_268","-0.0065532848238945"
"w1_269","-0.0206446200609207"
"w1_270","-0.00231182528659701"
"w1_271","-0.00678705144673586"
"w1_272","-1.82817423343658"
"w1_273","-0.152613818645477"
"w1_274","-0.0166310742497444"
"w1_275","0.00269996281713247"
"w1_276","-0.0116128819063306"
"w1_277","0.740518569946289"
"w1_278","-2.26310086250305"
"w1_279","-0.639673888683319"
"w1_280","-0.0291557423770428"
"w1_281","-0.0187832992523909"
"w1_282","-0.489364802837372"
"w1_283","0.0150233348831534"
"w1_284","-2.37665224075317"
"w1_285","0.012665931135416"
"w1_286","-0.175037503242493"
"w1_287","-0.0144497947767377"
"w1_288","0.00252794218249619"
"w1_289","-0.00264281360432506"
"w1_290","0.020717054605484"
"w1_291","-2.08209037780762"
"w1_292","-1.56729090213776"
"w1_293","1.71388816833496"
"w1_294","0.225378379225731"
"w1_295","-0.0253537055104971"
"w1_296","-0.506324529647827"
"w1_297","0.0224295910447836"
"w1_298","0.427614271640778"
"w1_299","0.00433488143607974"
"w1_300","-1.14921283721924"
